Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	Version	Scenario	NumAlleles	Number	GenoError	gtyp.err.assumption
afAFaaeh	10	12	12	5	5	37	0	0	ColonyNewVersionPairwise	onelarge_noh	5	4	h	d.02m.02
afAFaael	10	15	15	10	10	45	0	0	ColonyNewVersionPairwise	onelarge_noh	5	4	l	d.02m.02
afAFaaen	10	16	16	11	11	46	0	0	ColonyNewVersionPairwise	onelarge_noh	5	4	n	d.02m.02
afAFaafh	10	18	18	9	9	37	0	0	ColonyNewVersionPairwise	onelarge_noh	5	5	h	d.02m.02
afAFaafl	10	17	17	5	5	37	0	0	ColonyNewVersionPairwise	onelarge_noh	5	5	l	d.02m.02
afAFaafn	10	16	16	4	4	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	5	n	d.02m.02
afAFaagh	10	14	14	7	7	40	0	0	ColonyNewVersionPairwise	onelarge_noh	5	6	h	d.02m.02
afAFaagl	10	16	16	7	7	40	0	0	ColonyNewVersionPairwise	onelarge_noh	5	6	l	d.02m.02
afAFaagn	10	16	16	6	6	39	0	0	ColonyNewVersionPairwise	onelarge_noh	5	6	n	d.02m.02
afAFaahh	10	11	11	4	4	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	7	h	d.02m.02
afAFaahl	10	13	13	0	0	30	0	0	ColonyNewVersionPairwise	onelarge_noh	5	7	l	d.02m.02
afAFaahn	10	15	15	0	0	30	0	0	ColonyNewVersionPairwise	onelarge_noh	5	7	n	d.02m.02
afAFaaih	10	25	25	20	20	43	0	0	ColonyNewVersionPairwise	onelarge_noh	5	8	h	d.02m.02
afAFaail	10	26	26	19	19	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	8	l	d.02m.02
afAFaain	10	13	13	5	5	37	0	0	ColonyNewVersionPairwise	onelarge_noh	5	8	n	d.02m.02
afAFaajh	10	11	11	4	4	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	9	h	d.02m.02
afAFaajl	10	13	13	4	4	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	9	l	d.02m.02
afAFaajn	10	12	12	2	2	33	0	0	ColonyNewVersionPairwise	onelarge_noh	5	9	n	d.02m.02
afAFaakh	10	13	13	2	2	33	0	0	ColonyNewVersionPairwise	onelarge_noh	5	10	h	d.02m.02
afAFaakl	10	15	15	4	4	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	10	l	d.02m.02
afAFaakn	10	13	13	2	2	33	0	0	ColonyNewVersionPairwise	onelarge_noh	5	10	n	d.02m.02
afAFaalh	10	29	29	19	19	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	11	h	d.02m.02
afAFaall	10	10	10	3	3	34	0	0	ColonyNewVersionPairwise	onelarge_noh	5	11	l	d.02m.02
afAFaaln	10	13	13	5	5	36	0	0	ColonyNewVersionPairwise	onelarge_noh	5	11	n	d.02m.02
afAFaamh	10	33	33	23	23	38	0	0	ColonyNewVersionPairwise	onelarge_noh	5	12	h	d.02m.02
afAFaaml	10	28	28	16	16	33	0	0	ColonyNewVersionPairwise	onelarge_noh	5	12	l	d.02m.02
afAFaamn	10	29	29	19	19	37	0	0	ColonyNewVersionPairwise	onelarge_noh	5	12	n	d.02m.02
