Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	Version	Scenario	NumAlleles	Number	GenoError	gtyp.err.assumption
akAEaamh	10	6	6	NA	NA	0	0	0	NewColony	nosibs	10	12	h	d.02m.02
akAEaaml	10	6	6	NA	NA	0	0	0	NewColony	nosibs	10	12	l	d.02m.02
akAEaamn	10	2	2	NA	NA	0	0	0	NewColony	nosibs	10	12	n	d.02m.02
akAEaanh	10	6	6	NA	NA	0	0	0	NewColony	nosibs	10	13	h	d.02m.02
akAEaanl	10	8	8	NA	NA	0	0	0	NewColony	nosibs	10	13	l	d.02m.02
akAEaann	10	9	9	NA	NA	0	0	0	NewColony	nosibs	10	13	n	d.02m.02
akAEaaoh	10	12	12	4	4	6	0	0	NewColony	nosibs	10	14	h	d.02m.02
akAEaaol	10	12	12	NA	NA	0	0	0	NewColony	nosibs	10	14	l	d.02m.02
akAEaaon	10	8	8	NA	NA	0	0	0	NewColony	nosibs	10	14	n	d.02m.02
akAEaaph	10	4	4	NA	NA	0	0	0	NewColony	nosibs	10	15	h	d.02m.02
akAEaapl	10	5	5	NA	NA	0	0	0	NewColony	nosibs	10	15	l	d.02m.02
akAEaapn	10	4	4	NA	NA	0	0	0	NewColony	nosibs	10	15	n	d.02m.02
apADaabh	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	1	h	d.02m.02
apADaabl	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	1	l	d.02m.02
apADaabn	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	1	n	d.02m.02
apADaach	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	2	h	d.02m.02
apADaacl	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	2	l	d.02m.02
apADaacn	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	2	n	d.02m.02
apADaadh	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	3	h	d.02m.02
apADaadl	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	3	l	d.02m.02
apADaadn	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	3	n	d.02m.02
apADaaeh	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	4	h	d.02m.02
apADaael	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	4	l	d.02m.02
apADaaen	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	4	n	d.02m.02
apADaafh	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	5	h	d.02m.02
apADaafl	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	5	l	d.02m.02
apADaafn	10	0	0	0	0	390	0	0	NewColony	lotta_large	15	5	n	d.02m.02
auADaabh	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	1	h	d.02m.02
auADaabl	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	1	l	d.02m.02
auADaabn	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	1	n	d.02m.02
auADaach	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	2	h	d.02m.02
auADaacl	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	2	l	d.02m.02
auADaacn	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	2	n	d.02m.02
auADaadh	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	3	h	d.02m.02
auADaadl	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	3	l	d.02m.02
auADaadn	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	3	n	d.02m.02
auADaaeh	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	4	h	d.02m.02
auADaael	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	4	l	d.02m.02
auADaaen	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	4	n	d.02m.02
auADaafh	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	5	h	d.02m.02
auADaafl	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	5	l	d.02m.02
auADaafn	10	0	0	0	0	390	0	0	NewColony	lotta_large	20	5	n	d.02m.02
azADaabh	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	1	h	d.02m.02
azADaabl	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	1	l	d.02m.02
azADaabn	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	1	n	d.02m.02
azADaach	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	2	h	d.02m.02
azADaacl	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	2	l	d.02m.02
azADaacn	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	2	n	d.02m.02
azADaadh	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	3	h	d.02m.02
azADaadl	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	3	l	d.02m.02
azADaadn	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	3	n	d.02m.02
azADaaeh	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	4	h	d.02m.02
azADaael	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	4	l	d.02m.02
azADaaen	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	4	n	d.02m.02
azADaafh	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	5	h	d.02m.02
azADaafl	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	5	l	d.02m.02
azADaafn	10	0	0	0	0	390	0	0	NewColony	lotta_large	25	5	n	d.02m.02
