Scenario	NumAlleles	Number	GenoError	Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	Seconds
slfsg_wh	10	36	h	akAKabkh	10	33	36	26	36	55	5	5	57
slfsg_wh	10	36	l	akAKabkl	10	25	31	17	31	55	6	6	55
slfsg_wh	10	36	n	akAKabkn	10	9	9	1	1	58	1	0	63
slfsg_wh	10	37	h	akAKablh	10	32	40	24	40	56	9	9	62
slfsg_wh	10	37	l	akAKabll	10	22	30	14	30	58	9	8	60
slfsg_wh	10	37	n	akAKabln	10	8	8	1	1	58	1	0	59
slfsg_wh	10	38	h	akAKabmh	10	34	34	27	34	55	1	1	58
slfsg_wh	10	38	l	akAKabml	10	26	34	17	34	55	9	9	56
slfsg_wh	10	38	n	akAKabmn	10	9	9	0	0	55	0	0	54
slfsg_wh	10	39	h	akAKabnh	10	34	35	27	35	59	1	1	63
slfsg_wh	10	39	l	akAKabnl	10	16	24	8	24	58	8	8	61
slfsg_wh	10	39	n	akAKabnn	10	8	9	1	9	58	1	1	60
slfsg_wh	10	40	h	akAKaboh	10	34	36	25	36	56	5	5	58
slfsg_wh	10	40	l	akAKabol	10	21	28	12	28	56	7	7	57
slfsg_wh	10	40	n	akAKabon	10	10	10	0	0	55	0	0	64
slfsg_wh	10	41	h	akAKabph	10	36	40	27	40	55	6	6	62
slfsg_wh	10	41	l	akAKabpl	10	20	30	10	30	55	11	11	61
slfsg_wh	10	41	n	akAKabpn	10	10	10	0	0	55	0	0	59
slfsg_wh	10	42	h	akAKabqh	10	27	31	21	30	61	6	5	58
slfsg_wh	10	42	l	akAKabql	10	19	29	12	28	56	10	9	64
slfsg_wh	10	42	n	akAKabqn	10	8	9	0	9	57	1	1	63
slfsg_wh	10	43	h	akAKabrh	10	31	32	22	32	56	5	5	61
slfsg_wh	10	43	l	akAKabrl	10	15	17	7	17	55	2	2	59
slfsg_wh	10	43	n	akAKabrn	10	10	10	0	0	55	0	0	58
slfsg_wh	10	44	h	akAKabsh	10	33	42	24	42	56	11	11	56
slfsg_wh	10	44	l	akAKabsl	10	17	18	8	18	55	1	1	55
slfsg_wh	10	44	n	akAKabsn	10	10	11	1	11	57	1	1	64
slfsg_wh	10	45	h	akAKabth	10	34	38	27	38	55	4	4	61
slfsg_wh	10	45	l	akAKabtl	10	31	37	22	37	55	9	9	60
slfsg_wh	10	45	n	akAKabtn	10	10	10	0	0	55	0	0	58
slfsg_wh	10	46	h	akAKabuh	10	25	32	17	32	57	10	9	57
slfsg_wh	10	46	l	akAKabul	10	16	22	7	22	55	7	6	55
slfsg_wh	10	46	n	akAKabun	10	9	9	1	1	58	1	0	63
slfsg_wh	10	47	h	akAKabvh	10	38	41	30	41	59	5	5	62
slfsg_wh	10	47	l	akAKabvl	10	16	21	8	21	58	5	5	59
slfsg_wh	10	47	n	akAKabvn	10	9	9	1	1	58	1	0	58
slfsg_wh	10	48	h	akAKabwh	10	38	40	29	40	55	4	4	57
slfsg_wh	10	48	l	akAKabwl	10	21	25	14	25	56	4	4	55
slfsg_wh	10	48	n	akAKabwn	10	10	10	0	0	55	0	0	64
slfsg_wh	10	49	h	akAKabxh	10	34	39	26	39	58	5	5	63
slfsg_wh	10	49	l	akAKabxl	10	14	16	9	16	61	2	2	60
slfsg_wh	10	49	n	akAKabxn	10	9	10	1	10	58	1	1	59
slfsg_wh	10	50	h	akAKabyh	10	30	37	23	37	55	8	8	56
slfsg_wh	10	50	l	akAKabyl	10	20	26	12	26	55	7	6	55
slfsg_wh	10	50	n	akAKabyn	10	10	10	0	0	55	0	0	63
allhalf	15	1	h	apABaabh	10	37	37	NA	NA	0	1	0	54
allhalf	15	1	l	apABaabl	10	37	37	NA	NA	0	1	0	62
allhalf	15	1	n	apABaabn	10	37	37	NA	NA	0	1	0	69
allhalf	15	2	h	apABaach	10	37	37	NA	NA	0	1	0	76
allhalf	15	2	l	apABaacl	10	37	37	NA	NA	0	1	0	76
allhalf	15	2	n	apABaacn	10	38	38	2	2	3	0	0	83
allhalf	15	3	h	apABaadh	10	37	37	NA	NA	0	1	0	83
allhalf	15	3	l	apABaadl	10	37	37	NA	NA	0	1	0	91
allhalf	15	3	n	apABaadn	10	37	37	NA	NA	0	1	0	90
allhalf	15	4	h	apABaaeh	10	37	37	NA	NA	0	1	0	96
allhalf	15	4	l	apABaael	10	37	37	NA	NA	0	1	0	93
allhalf	15	4	n	apABaaen	10	38	38	2	2	3	0	0	91
allhalf	15	5	h	apABaafh	10	37	37	NA	NA	0	1	0	98
allhalf	15	5	l	apABaafl	10	38	38	2	2	3	0	0	97
allhalf	15	5	n	apABaafn	10	38	38	2	2	3	0	0	96
allhalf	15	6	h	apABaagh	10	37	37	NA	NA	0	1	0	103
allhalf	15	6	l	apABaagl	10	37	37	NA	NA	0	1	0	102
allhalf	15	6	n	apABaagn	10	37	37	NA	NA	0	1	0	101
allhalf	15	7	h	apABaahh	10	37	37	NA	NA	0	1	0	110
allhalf	15	7	l	apABaahl	10	37	37	NA	NA	0	1	0	108
allhalf	15	7	n	apABaahn	10	37	37	NA	NA	0	1	0	107
allhalf	15	8	h	apABaaih	10	38	38	2	2	3	0	0	114
allhalf	15	8	l	apABaail	10	38	38	2	2	3	0	0	113
allhalf	15	8	n	apABaain	10	38	38	2	2	3	0	0	111
allhalf	15	9	h	apABaajh	10	38	38	2	2	3	0	0	118
allhalf	15	9	l	apABaajl	10	37	37	NA	NA	0	1	0	116
allhalf	15	9	n	apABaajn	10	38	38	2	2	3	0	0	114
allhalf	15	10	h	apABaakh	10	37	37	NA	NA	0	1	0	113
allhalf	15	10	l	apABaakl	10	37	37	NA	NA	0	1	0	121
allhalf	15	10	n	apABaakn	10	37	37	NA	NA	0	1	0	120
allhalf	15	11	h	apABaalh	10	37	37	NA	NA	0	1	0	119
allhalf	15	11	l	apABaall	10	37	37	NA	NA	0	1	0	118
allhalf	15	11	n	apABaaln	10	37	37	NA	NA	0	1	0	125
allhalf	15	12	h	apABaamh	10	38	38	2	2	3	0	0	125
allhalf	15	12	l	apABaaml	10	38	38	2	2	3	0	0	124
allhalf	15	12	n	apABaamn	10	38	38	2	2	3	0	0	121
allhalf	15	13	h	apABaanh	10	37	37	NA	NA	0	1	0	129
allhalf	15	13	l	apABaanl	10	37	37	NA	NA	0	1	0	129
allhalf	15	13	n	apABaann	10	37	37	NA	NA	0	1	0	125
allhalf	15	14	h	apABaaoh	10	37	37	NA	NA	0	1	0	125
allhalf	15	14	l	apABaaol	10	38	38	2	2	3	0	0	131
allhalf	15	14	n	apABaaon	10	38	38	2	2	3	0	0	129
allhalf	15	15	h	apABaaph	10	38	38	2	2	3	0	0	128
allhalf	15	15	l	apABaapl	10	38	38	4	4	6	1	0	126
allhalf	15	15	n	apABaapn	10	38	38	4	4	6	1	0	134
allhalf	15	16	h	apABaaqh	10	37	37	NA	NA	0	1	0	132
allhalf	15	16	l	apABaaql	10	37	37	NA	NA	0	1	0	128
allhalf	15	16	n	apABaaqn	10	38	38	2	2	3	0	0	127
allhalf	15	17	h	apABaarh	10	37	37	NA	NA	0	1	0	134
allhalf	15	17	l	apABaarl	10	37	37	NA	NA	0	1	0	133
allhalf	15	17	n	apABaarn	10	37	37	NA	NA	0	1	0	132
allhalf	15	18	h	apABaash	10	37	37	NA	NA	0	1	0	131
allhalf	15	18	l	apABaasl	10	38	38	2	2	3	0	0	137
allhalf	15	18	n	apABaasn	10	38	38	2	2	3	0	0	135
allhalf	15	19	h	apABaath	10	37	37	NA	NA	0	1	0	133
allhalf	15	19	l	apABaatl	10	38	38	2	2	3	0	0	129
allhalf	15	19	n	apABaatn	10	38	38	2	2	3	0	0	137
allhalf	15	20	h	apABaauh	10	37	37	NA	NA	0	1	0	137
allhalf	15	20	l	apABaaul	10	38	38	2	2	3	0	0	134
allhalf	15	20	n	apABaaun	10	38	38	4	4	6	1	0	128
allhalf	15	21	h	apABaavh	10	37	37	NA	NA	0	1	0	136
allhalf	15	21	l	apABaavl	10	37	37	NA	NA	0	1	0	131
allhalf	15	21	n	apABaavn	10	37	37	NA	NA	0	1	0	128
allhalf	15	22	h	apABaawh	10	37	37	NA	NA	0	1	0	128
allhalf	15	22	l	apABaawl	10	37	37	NA	NA	0	1	0	133
allhalf	15	22	n	apABaawn	10	37	37	NA	NA	0	1	0	128
allhalf	15	23	h	apABaaxh	10	37	37	NA	NA	0	1	0	127
allhalf	15	23	l	apABaaxl	10	37	37	NA	NA	0	1	0	125
allhalf	15	23	n	apABaaxn	10	38	38	2	2	3	0	0	132
allhalf	15	24	h	apABaayh	10	37	37	NA	NA	0	1	0	128
allhalf	15	24	l	apABaayl	10	38	38	4	4	6	1	0	127
allhalf	15	24	n	apABaayn	10	38	38	4	4	6	1	0	126
allhalf	15	25	h	apABaazh	10	37	37	NA	NA	0	1	0	130
allhalf	15	25	l	apABaazl	10	38	38	2	2	3	0	0	130
allhalf	15	25	n	apABaazn	10	38	38	2	2	3	0	0	128
allhalf	15	26	h	apABabah	10	37	37	NA	NA	0	1	0	127
allhalf	15	26	l	apABabal	10	37	37	NA	NA	0	1	0	136
allhalf	15	26	n	apABaban	10	37	37	NA	NA	0	1	0	133
allhalf	15	27	h	apABabbh	10	37	37	NA	NA	0	1	0	131
allhalf	15	27	l	apABabbl	10	38	38	4	4	6	1	0	130
allhalf	15	27	n	apABabbn	10	38	38	4	4	6	1	0	134
allhalf	15	28	h	apABabch	10	38	38	2	2	3	0	0	132
allhalf	15	28	l	apABabcl	10	37	37	NA	NA	0	1	0	130
allhalf	15	28	n	apABabcn	10	37	37	NA	NA	0	1	0	128
allhalf	15	29	h	apABabdh	10	38	38	2	2	3	0	0	136
allhalf	15	29	l	apABabdl	10	37	37	NA	NA	0	1	0	131
allhalf	15	29	n	apABabdn	10	38	38	2	2	3	0	0	129
allhalf	15	30	h	apABabeh	10	37	37	NA	NA	0	1	0	127
allhalf	15	30	l	apABabel	10	38	38	4	4	6	1	0	135
allhalf	15	30	n	apABaben	10	38	38	2	2	3	0	0	133
allhalf	15	31	h	apABabfh	10	37	37	NA	NA	0	1	0	129
allhalf	15	31	l	apABabfl	10	37	37	NA	NA	0	1	0	127
allhalf	15	31	n	apABabfn	10	37	37	NA	NA	0	1	0	136
allhalf	15	32	h	apABabgh	10	37	37	NA	NA	0	1	0	135
allhalf	15	32	l	apABabgl	10	37	37	NA	NA	0	1	0	131
allhalf	15	32	n	apABabgn	10	37	37	NA	NA	0	1	0	130
allhalf	15	33	h	apABabhh	10	37	37	NA	NA	0	1	0	135
allhalf	15	33	l	apABabhl	10	37	37	NA	NA	0	1	0	132
allhalf	15	33	n	apABabhn	10	37	37	NA	NA	0	1	0	130
allhalf	15	34	h	apABabih	10	37	37	NA	NA	0	1	0	129
allhalf	15	34	l	apABabil	10	37	37	NA	NA	0	1	0	137
allhalf	15	34	n	apABabin	10	38	38	2	2	3	0	0	134
allhalf	15	35	h	apABabjh	10	37	37	NA	NA	0	1	0	128
allhalf	15	35	l	apABabjl	10	37	37	NA	NA	0	1	0	128
allhalf	15	35	n	apABabjn	10	37	37	NA	NA	0	1	0	134
allhalf	15	36	h	apABabkh	10	37	37	NA	NA	0	1	0	131
allhalf	15	36	l	apABabkl	10	37	37	NA	NA	0	1	0	128
allhalf	15	36	n	apABabkn	10	37	37	NA	NA	0	1	0	128
allhalf	15	37	h	apABablh	10	37	37	NA	NA	0	1	0	137
allhalf	15	37	l	apABabll	10	38	38	2	2	3	0	0	134
allhalf	15	37	n	apABabln	10	38	38	2	2	3	0	0	130
allhalf	15	38	h	apABabmh	10	37	37	NA	NA	0	1	0	128
allhalf	15	38	l	apABabml	10	37	37	NA	NA	0	1	0	136
allhalf	15	38	n	apABabmn	10	37	37	NA	NA	0	1	0	134
allhalf	15	39	h	apABabnh	10	37	37	NA	NA	0	1	0	132
allhalf	15	39	l	apABabnl	10	38	38	4	4	6	1	0	129
allhalf	15	39	n	apABabnn	10	39	39	6	6	9	0	0	135
allhalf	15	40	h	apABaboh	10	37	37	NA	NA	0	1	0	132
allhalf	15	40	l	apABabol	10	38	38	2	2	3	0	0	130
allhalf	15	40	n	apABabon	10	38	38	3	38	5	1	1	126
allhalf	15	41	h	apABabph	10	38	38	2	2	3	0	0	134
allhalf	15	41	l	apABabpl	10	38	38	2	2	3	0	0	131
allhalf	15	41	n	apABabpn	10	38	38	2	2	3	0	0	130
allhalf	15	42	h	apABabqh	10	38	38	2	2	3	0	0	127
allhalf	15	42	l	apABabql	10	38	38	2	2	3	0	0	136
allhalf	15	42	n	apABabqn	10	38	38	2	2	3	0	0	134
allhalf	15	43	h	apABabrh	10	37	37	NA	NA	0	1	0	130
allhalf	15	43	l	apABabrl	10	37	37	NA	NA	0	1	0	128
allhalf	15	43	n	apABabrn	10	37	37	NA	NA	0	1	0	136
allhalf	15	44	h	apABabsh	10	37	37	NA	NA	0	1	0	134
allhalf	15	44	l	apABabsl	10	37	37	NA	NA	0	1	0	131
allhalf	15	44	n	apABabsn	10	38	38	2	2	3	0	0	126
allhalf	15	45	h	apABabth	10	38	38	2	2	3	0	0	134
allhalf	15	45	l	apABabtl	10	38	38	2	2	3	0	0	129
allhalf	15	45	n	apABabtn	10	38	38	2	2	3	0	0	128
allhalf	15	46	h	apABabuh	10	37	37	NA	NA	0	1	0	127
allhalf	15	46	l	apABabul	10	37	37	NA	NA	0	1	0	129
allhalf	15	46	n	apABabun	10	37	37	NA	NA	0	1	0	129
allhalf	15	47	h	apABabvh	10	37	37	NA	NA	0	1	0	127
allhalf	15	47	l	apABabvl	10	37	37	NA	NA	0	1	0	125
allhalf	15	47	n	apABabvn	10	37	37	NA	NA	0	1	0	132
allhalf	15	48	h	apABabwh	10	37	37	NA	NA	0	1	0	130
allhalf	15	48	l	apABabwl	10	37	37	NA	NA	0	1	0	128
allhalf	15	48	n	apABabwn	10	38	38	2	2	3	0	0	127
allhalf	15	49	h	apABabxh	10	37	37	NA	NA	0	1	0	134
allhalf	15	49	l	apABabxl	10	37	37	NA	NA	0	1	0	133
allhalf	15	49	n	apABabxn	10	37	37	NA	NA	0	1	0	131
allhalf	15	50	h	apABabyh	10	37	37	NA	NA	0	1	0	131
allhalf	15	50	l	apABabyl	10	37	37	NA	NA	0	1	0	139
allhalf	15	50	n	apABabyn	10	37	37	NA	NA	0	1	0	138
allpathalf	15	1	h	apACaabh	10	37	37	NA	NA	0	1	0	136
allpathalf	15	1	l	apACaabl	10	37	37	NA	NA	0	1	0	130
allpathalf	15	1	n	apACaabn	10	37	37	NA	NA	0	1	0	139
allpathalf	15	2	h	apACaach	10	37	37	NA	NA	0	1	0	137
allpathalf	15	2	l	apACaacl	10	37	37	NA	NA	0	1	0	135
allpathalf	15	2	n	apACaacn	10	37	37	NA	NA	0	1	0	129
allpathalf	15	3	h	apACaadh	10	37	37	NA	NA	0	1	0	137
allpathalf	15	3	l	apACaadl	10	37	37	NA	NA	0	1	0	134
allpathalf	15	3	n	apACaadn	10	37	37	NA	NA	0	1	0	133
allpathalf	15	4	h	apACaaeh	10	37	37	NA	NA	0	1	0	128
allpathalf	15	4	l	apACaael	10	37	37	NA	NA	0	1	0	136
allpathalf	15	4	n	apACaaen	10	37	37	NA	NA	0	1	0	135
allpathalf	15	5	h	apACaafh	10	37	37	NA	NA	0	1	0	130
allpathalf	15	5	l	apACaafl	10	37	37	NA	NA	0	1	0	127
allpathalf	15	5	n	apACaafn	10	37	37	NA	NA	0	1	0	135
allpathalf	15	6	h	apACaagh	10	37	37	NA	NA	0	1	0	132
allpathalf	15	6	l	apACaagl	10	37	37	NA	NA	0	1	0	127
allpathalf	15	6	n	apACaagn	10	37	37	NA	NA	0	1	0	127
allpathalf	15	7	h	apACaahh	10	37	37	NA	NA	0	1	0	133
allpathalf	15	7	l	apACaahl	10	37	37	NA	NA	0	1	0	131
allpathalf	15	7	n	apACaahn	10	37	37	NA	NA	0	1	0	127
allpathalf	15	8	h	apACaaih	10	37	37	NA	NA	0	1	0	125
allpathalf	15	8	l	apACaail	10	37	37	NA	NA	0	1	0	126
allpathalf	15	8	n	apACaain	10	37	37	NA	NA	0	1	0	125
allpathalf	15	9	h	apACaajh	10	37	37	NA	NA	0	1	0	122
allpathalf	15	9	l	apACaajl	10	37	37	NA	NA	0	1	0	121
allpathalf	15	9	n	apACaajn	10	37	37	NA	NA	0	1	0	129
allpathalf	15	10	h	apACaakh	10	37	37	NA	NA	0	1	0	126
allpathalf	15	10	l	apACaakl	10	37	37	NA	NA	0	1	0	126
allpathalf	15	10	n	apACaakn	10	37	37	NA	NA	0	1	0	125
allpathalf	15	11	h	apACaalh	10	37	37	NA	NA	0	1	0	128
allpathalf	15	11	l	apACaall	10	37	37	NA	NA	0	1	0	128
allpathalf	15	11	n	apACaaln	10	37	37	NA	NA	0	1	0	127
allpathalf	15	12	h	apACaamh	10	37	37	NA	NA	0	1	0	125
allpathalf	15	12	l	apACaaml	10	37	37	NA	NA	0	1	0	129
allpathalf	15	12	n	apACaamn	10	37	37	NA	NA	0	1	0	127
allpathalf	15	13	h	apACaanh	10	37	37	NA	NA	0	1	0	126
allpathalf	15	13	l	apACaanl	10	37	37	NA	NA	0	1	0	125
allpathalf	15	13	n	apACaann	10	37	37	NA	NA	0	1	0	133
allpathalf	15	14	h	apACaaoh	10	37	37	NA	NA	0	1	0	131
allpathalf	15	14	l	apACaaol	10	37	37	NA	NA	0	1	0	128
allpathalf	15	14	n	apACaaon	10	37	37	NA	NA	0	1	0	126
allpathalf	15	15	h	apACaaph	10	37	37	NA	NA	0	1	0	135
allpathalf	15	15	l	apACaapl	10	37	37	NA	NA	0	1	0	132
allpathalf	15	15	n	apACaapn	10	37	37	NA	NA	0	1	0	129
allpathalf	15	16	h	apACaaqh	10	37	37	NA	NA	0	1	0	129
allpathalf	15	16	l	apACaaql	10	37	37	NA	NA	0	1	0	136
allpathalf	15	16	n	apACaaqn	10	37	37	NA	NA	0	1	0	135
allpathalf	15	17	h	apACaarh	10	37	37	NA	NA	0	1	0	133
allpathalf	15	17	l	apACaarl	10	37	37	NA	NA	0	1	0	131
allpathalf	15	17	n	apACaarn	10	37	37	NA	NA	0	1	0	137
allpathalf	15	18	h	apACaash	10	37	37	NA	NA	0	1	0	136
allpathalf	15	18	l	apACaasl	10	37	37	NA	NA	0	1	0	133
allpathalf	15	18	n	apACaasn	10	37	37	NA	NA	0	1	0	131
allpathalf	15	19	h	apACaath	10	37	37	NA	NA	0	1	0	139
allpathalf	15	19	l	apACaatl	10	37	37	NA	NA	0	1	0	138
allpathalf	15	19	n	apACaatn	10	37	37	NA	NA	0	1	0	136
allpathalf	15	20	h	apACaauh	10	37	37	NA	NA	0	1	0	133
allpathalf	15	20	l	apACaaul	10	37	37	NA	NA	0	1	0	140
allpathalf	15	20	n	apACaaun	10	37	37	NA	NA	0	1	0	139
allpathalf	15	21	h	apACaavh	10	37	37	NA	NA	0	1	0	137
allpathalf	15	21	l	apACaavl	10	37	37	NA	NA	0	1	0	133
allpathalf	15	21	n	apACaavn	10	37	37	NA	NA	0	1	0	141
allpathalf	15	22	h	apACaawh	10	37	37	NA	NA	0	1	0	139
allpathalf	15	22	l	apACaawl	10	37	37	NA	NA	0	1	0	136
allpathalf	15	22	n	apACaawn	10	37	37	NA	NA	0	1	0	132
allpathalf	15	23	h	apACaaxh	10	37	37	NA	NA	0	1	0	139
allpathalf	15	23	l	apACaaxl	10	37	37	NA	NA	0	1	0	136
allpathalf	15	23	n	apACaaxn	10	37	37	NA	NA	0	1	0	134
allpathalf	15	24	h	apACaayh	10	37	37	NA	NA	0	1	0	132
allpathalf	15	24	l	apACaayl	10	37	37	NA	NA	0	1	0	141
allpathalf	15	24	n	apACaayn	10	37	37	NA	NA	0	1	0	141
allpathalf	15	25	h	apACaazh	10	37	37	NA	NA	0	1	0	140
allpathalf	15	25	l	apACaazl	10	37	37	NA	NA	0	1	0	138
allpathalf	15	25	n	apACaazn	10	37	37	NA	NA	0	1	0	136
allpathalf	15	26	h	apACabah	10	37	37	NA	NA	0	1	0	145
allpathalf	15	26	l	apACabal	10	37	37	NA	NA	0	1	0	143
allpathalf	15	26	n	apACaban	10	37	37	NA	NA	0	1	0	143
allpathalf	15	27	h	apACabbh	10	37	37	NA	NA	0	1	0	142
allpathalf	15	27	l	apACabbl	10	37	37	NA	NA	0	1	0	142
allpathalf	15	27	n	apACabbn	10	37	37	NA	NA	0	1	0	149
allpathalf	15	28	h	apACabch	10	37	37	NA	NA	0	1	0	147
allpathalf	15	28	l	apACabcl	10	37	37	NA	NA	0	1	0	147
allpathalf	15	28	n	apACabcn	10	37	37	NA	NA	0	1	0	146
allpathalf	15	29	h	apACabdh	10	37	37	NA	NA	0	1	0	146
allpathalf	15	29	l	apACabdl	10	37	37	NA	NA	0	1	0	154
allpathalf	15	29	n	apACabdn	10	37	37	NA	NA	0	1	0	152
allpathalf	15	30	h	apACabeh	10	37	37	NA	NA	0	1	0	151
allpathalf	15	30	l	apACabel	10	37	37	NA	NA	0	1	0	148
allpathalf	15	30	n	apACaben	10	37	37	NA	NA	0	1	0	147
allpathalf	15	31	h	apACabfh	10	37	37	NA	NA	0	1	0	156
allpathalf	15	31	l	apACabfl	10	37	37	NA	NA	0	1	0	155
allpathalf	15	31	n	apACabfn	10	37	37	NA	NA	0	1	0	154
allpathalf	15	32	h	apACabgh	10	37	37	NA	NA	0	1	0	153
allpathalf	15	32	l	apACabgl	10	37	37	NA	NA	0	1	0	151
allpathalf	15	32	n	apACabgn	10	37	37	NA	NA	0	1	0	160
allpathalf	15	33	h	apACabhh	10	37	37	NA	NA	0	1	0	158
allpathalf	15	33	l	apACabhl	10	37	37	NA	NA	0	1	0	154
allpathalf	15	33	n	apACabhn	10	37	37	NA	NA	0	1	0	151
allpathalf	15	34	h	apACabih	10	37	37	NA	NA	0	1	0	150
allpathalf	15	34	l	apACabil	10	37	37	NA	NA	0	1	0	157
allpathalf	15	34	n	apACabin	10	37	37	NA	NA	0	1	0	156
allpathalf	15	35	h	apACabjh	10	37	37	NA	NA	0	1	0	154
allpathalf	15	35	l	apACabjl	10	37	37	NA	NA	0	1	0	149
allpathalf	15	35	n	apACabjn	10	37	37	NA	NA	0	1	0	148
allpathalf	15	36	h	apACabkh	10	37	37	NA	NA	0	1	0	155
allpathalf	15	36	l	apACabkl	10	37	37	NA	NA	0	1	0	152
allpathalf	15	36	n	apACabkn	10	37	37	NA	NA	0	1	0	147
allpathalf	15	37	h	apACablh	10	37	37	NA	NA	0	1	0	147
allpathalf	15	37	l	apACabll	10	37	37	NA	NA	0	1	0	147
allpathalf	15	37	n	apACabln	10	37	37	NA	NA	0	1	0	154
allpathalf	15	38	h	apACabmh	10	37	37	NA	NA	0	1	0	152
allpathalf	15	38	l	apACabml	10	37	37	NA	NA	0	1	0	152
allpathalf	15	38	n	apACabmn	10	37	37	NA	NA	0	1	0	148
allpathalf	15	39	h	apACabnh	10	37	37	NA	NA	0	1	0	148
allpathalf	15	39	l	apACabnl	10	37	37	NA	NA	0	1	0	156
allpathalf	15	39	n	apACabnn	10	37	37	NA	NA	0	1	0	154
allpathalf	15	40	h	apACaboh	10	37	37	NA	NA	0	1	0	154
allpathalf	15	40	l	apACabol	10	37	37	NA	NA	0	1	0	154
allpathalf	15	40	n	apACabon	10	37	37	NA	NA	0	1	0	151
allpathalf	15	41	h	apACabph	10	37	37	NA	NA	0	1	0	155
allpathalf	15	41	l	apACabpl	10	37	37	NA	NA	0	1	0	150
allpathalf	15	41	n	apACabpn	10	37	37	NA	NA	0	1	0	150
allpathalf	15	42	h	apACabqh	10	37	37	NA	NA	0	1	0	147
allpathalf	15	42	l	apACabql	10	37	37	NA	NA	0	1	0	144
allpathalf	15	42	n	apACabqn	10	37	37	NA	NA	0	1	0	146
allpathalf	15	43	h	apACabrh	10	37	37	NA	NA	0	1	0	145
allpathalf	15	43	l	apACabrl	10	37	37	NA	NA	0	1	0	145
allpathalf	15	43	n	apACabrn	10	37	37	NA	NA	0	1	0	143
allpathalf	15	44	h	apACabsh	10	37	37	NA	NA	0	1	0	142
allpathalf	15	44	l	apACabsl	10	37	37	NA	NA	0	1	0	151
allpathalf	15	44	n	apACabsn	10	37	37	NA	NA	0	1	0	150
allpathalf	15	45	h	apACabth	10	37	37	NA	NA	0	1	0	148
allpathalf	15	45	l	apACabtl	10	37	37	NA	NA	0	1	0	147
allpathalf	15	45	n	apACabtn	10	37	37	NA	NA	0	1	0	146
allpathalf	15	46	h	apACabuh	10	37	37	NA	NA	0	1	0	154
allpathalf	15	46	l	apACabul	10	37	37	NA	NA	0	1	0	151
allpathalf	15	46	n	apACabun	10	37	37	NA	NA	0	1	0	149
allpathalf	15	47	h	apACabvh	10	37	37	NA	NA	0	1	0	148
allpathalf	15	47	l	apACabvl	10	37	37	NA	NA	0	1	0	147
allpathalf	15	47	n	apACabvn	10	37	37	NA	NA	0	1	0	153
allpathalf	15	48	h	apACabwh	10	37	37	NA	NA	0	1	0	150
allpathalf	15	48	l	apACabwl	10	37	37	NA	NA	0	1	0	148
allpathalf	15	48	n	apACabwn	10	37	37	NA	NA	0	1	0	148
allpathalf	15	49	h	apACabxh	10	38	38	2	2	3	0	0	145
allpathalf	15	49	l	apACabxl	10	38	38	2	2	3	0	0	154
allpathalf	15	49	n	apACabxn	10	38	38	2	2	3	0	0	151
allpathalf	15	50	h	apACabyh	10	37	37	NA	NA	0	1	0	148
allpathalf	15	50	l	apACabyl	10	37	37	NA	NA	0	1	0	147
allpathalf	15	50	n	apACabyn	10	37	37	NA	NA	0	1	0	147
nosibs	15	1	h	apAEaabh	10	37	37	NA	NA	0	1	0	155
nosibs	15	1	l	apAEaabl	10	37	37	NA	NA	0	1	0	154
nosibs	15	1	n	apAEaabn	10	37	37	NA	NA	0	1	0	152
nosibs	15	2	h	apAEaach	10	37	37	NA	NA	0	1	0	151
nosibs	15	2	l	apAEaacl	10	37	37	NA	NA	0	1	0	150
nosibs	15	2	n	apAEaacn	10	37	37	NA	NA	0	1	0	154
nosibs	15	3	h	apAEaadh	10	37	37	NA	NA	0	1	0	152
nosibs	15	3	l	apAEaadl	10	37	37	NA	NA	0	1	0	151
nosibs	15	3	n	apAEaadn	10	37	37	NA	NA	0	1	0	149
nosibs	15	4	h	apAEaaeh	10	37	37	NA	NA	0	1	0	149
nosibs	15	4	l	apAEaael	10	37	37	NA	NA	0	1	0	157
nosibs	15	4	n	apAEaaen	10	37	37	NA	NA	0	1	0	155
nosibs	15	5	h	apAEaafh	10	37	37	NA	NA	0	1	0	151
nosibs	15	5	l	apAEaafl	10	37	37	NA	NA	0	1	0	149
nosibs	15	5	n	apAEaafn	10	37	37	NA	NA	0	1	0	146
nosibs	15	6	h	apAEaagh	10	37	37	NA	NA	0	1	0	153
nosibs	15	6	l	apAEaagl	10	37	37	NA	NA	0	1	0	151
nosibs	15	6	n	apAEaagn	10	37	37	NA	NA	0	1	0	149
nosibs	15	7	h	apAEaahh	10	37	37	NA	NA	0	1	0	147
nosibs	15	7	l	apAEaahl	10	37	37	NA	NA	0	1	0	145
nosibs	15	7	n	apAEaahn	10	37	37	NA	NA	0	1	0	150
nosibs	15	8	h	apAEaaih	10	37	37	NA	NA	0	1	0	147
nosibs	15	8	l	apAEaail	10	37	37	NA	NA	0	1	0	146
nosibs	15	8	n	apAEaain	10	37	37	NA	NA	0	1	0	145
nosibs	15	9	h	apAEaajh	10	37	37	NA	NA	0	1	0	144
nosibs	15	9	l	apAEaajl	10	37	37	NA	NA	0	1	0	152
nosibs	15	9	n	apAEaajn	10	37	37	NA	NA	0	1	0	151
nosibs	15	10	h	apAEaakh	10	37	37	NA	NA	0	1	0	149
