Scenario	NumAlleles	Number	GenoError	Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed
allhalf	5	1	h	afABaabh	10	50	50	38	38	51	0	0
allhalf	5	1	l	afABaabl	10	49	49	36	36	49	0	0
allhalf	5	1	n	afABaabn	10	54	54	46	46	59	0	0
allhalf	5	2	h	afABaach	10	46	46	28	28	39	0	0
allhalf	5	2	l	afABaacl	10	47	47	30	30	41	0	0
allhalf	5	2	n	afABaacn	10	48	48	34	34	47	0	0
allhalf	5	3	h	afABaadh	10	49	49	35	35	47	0	0
allhalf	5	3	l	afABaadl	10	47	47	32	32	45	0	0
allhalf	5	3	n	afABaadn	10	52	52	46	46	63	0	0
allhalf	5	4	h	afABaaeh	10	46	46	28	28	39	0	0
allhalf	5	4	l	afABaael	10	48	48	34	34	47	0	0
allhalf	5	4	n	afABaaen	10	49	49	35	35	47	0	0
allhalf	5	5	h	afABaafh	10	46	46	28	28	39	0	0
allhalf	5	5	l	afABaafl	10	51	51	39	39	51	0	0
allhalf	5	5	n	afABaafn	10	48	48	34	34	47	0	0
allhalf	5	6	h	afABaagh	10	45	45	25	25	35	0	0
allhalf	5	6	l	afABaagl	10	51	51	43	43	59	0	0
allhalf	5	6	n	afABaagn	10	52	52	46	46	63	0	0
allhalf	5	7	h	afABaahh	10	49	49	36	36	49	0	0
allhalf	5	7	l	afABaahl	10	52	52	43	43	57	0	0
allhalf	5	7	n	afABaahn	10	51	51	41	41	55	0	0
allhalf	5	8	h	afABaaih	10	46	46	26	26	35	0	0
allhalf	5	8	l	afABaail	10	49	49	35	35	47	0	0
allhalf	5	8	n	afABaain	10	50	50	39	39	53	0	0
allhalf	5	9	h	afABaajh	10	43	43	18	18	25	0	0
allhalf	5	9	l	afABaajl	10	50	50	38	38	51	0	0
allhalf	5	9	n	afABaajn	10	49	49	38	38	53	0	0
allhalf	5	10	h	afABaakh	10	45	45	26	26	37	0	0
allhalf	5	10	l	afABaakl	10	49	49	36	36	49	0	0
allhalf	5	10	n	afABaakn	10	51	51	41	41	55	0	0
allpathalf	5	1	h	afACaabh	10	43	43	17	17	23	0	0
allpathalf	5	1	l	afACaabl	10	45	45	24	24	33	0	0
allpathalf	5	1	n	afACaabn	10	49	49	35	35	47	0	0
allpathalf	5	2	h	afACaach	10	48	48	33	33	45	0	0
allpathalf	5	2	l	afACaacl	10	50	50	35	35	45	0	0
allpathalf	5	2	n	afACaacn	10	45	45	28	28	41	0	0
allpathalf	5	3	h	afACaadh	10	48	48	33	33	45	0	0
allpathalf	5	3	l	afACaadl	10	48	48	36	36	51	0	0
allpathalf	5	3	n	afACaadn	10	48	48	34	34	47	0	0
allpathalf	5	4	h	afACaaeh	10	50	50	35	35	45	0	0
allpathalf	5	4	l	afACaael	10	47	47	30	30	41	0	0
allpathalf	5	4	n	afACaaen	10	51	51	38	38	49	0	0
allpathalf	5	5	h	afACaafh	10	47	47	31	31	43	0	0
allpathalf	5	5	l	afACaafl	10	45	45	25	25	35	0	0
allpathalf	5	5	n	afACaafn	10	48	48	33	33	45	0	0
allpathalf	5	6	h	afACaagh	10	45	45	24	24	33	0	0
allpathalf	5	6	l	afACaagl	10	52	52	43	43	57	0	0
allpathalf	5	6	n	afACaagn	10	53	53	45	45	59	0	0
allpathalf	5	7	h	afACaahh	10	47	47	32	32	45	0	0
allpathalf	5	7	l	afACaahl	10	44	44	26	26	39	0	0
allpathalf	5	7	n	afACaahn	10	49	49	38	38	53	0	0
allpathalf	5	8	h	afACaaih	10	46	46	27	27	37	0	0
allpathalf	5	8	l	afACaail	10	47	47	30	30	41	0	0
allpathalf	5	8	n	afACaain	10	48	48	35	35	49	0	0
allpathalf	5	9	h	afACaajh	10	46	46	30	30	43	0	0
allpathalf	5	9	l	afACaajl	10	49	49	35	35	47	0	0
allpathalf	5	9	n	afACaajn	10	50	50	39	39	53	0	0
allpathalf	5	10	h	afACaakh	10	43	43	19	19	27	0	0
allpathalf	5	10	l	afACaakl	10	47	47	27	27	35	0	0
allpathalf	5	10	n	afACaakn	10	49	49	36	36	49	0	0
nosibs	5	1	h	afAEaabh	10	45	45	23	23	31	0	0
nosibs	5	1	l	afAEaabl	10	51	51	38	38	49	0	0
nosibs	5	1	n	afAEaabn	10	50	50	37	37	49	0	0
nosibs	5	2	h	afAEaach	10	43	43	20	20	29	0	0
nosibs	5	2	l	afAEaacl	10	45	45	26	26	37	0	0
nosibs	5	2	n	afAEaacn	10	46	46	30	30	43	0	0
nosibs	5	3	h	afAEaadh	10	42	42	15	15	21	0	0
nosibs	5	3	l	afAEaadl	10	43	43	19	19	27	0	0
nosibs	5	3	n	afAEaadn	10	46	46	28	28	39	0	0
nosibs	5	4	h	afAEaaeh	10	44	44	21	21	29	0	0
nosibs	5	4	l	afAEaael	10	44	44	21	21	29	0	0
nosibs	5	4	n	afAEaaen	10	44	44	22	22	31	0	0
nosibs	5	5	h	afAEaafh	10	42	42	18	18	27	0	0
nosibs	5	5	l	afAEaafl	10	48	48	32	32	43	0	0
nosibs	5	5	n	afAEaafn	10	48	48	32	32	43	0	0
nosibs	5	6	h	afAEaagh	10	45	45	25	25	35	0	0
nosibs	5	6	l	afAEaagl	10	45	45	26	26	37	0	0
nosibs	5	6	n	afAEaagn	10	46	46	28	28	39	0	0
nosibs	5	7	h	afAEaahh	10	43	43	19	19	27	0	0
nosibs	5	7	l	afAEaahl	10	46	46	27	27	37	0	0
nosibs	5	7	n	afAEaahn	10	46	46	28	28	39	0	0
nosibs	5	8	h	afAEaaih	10	43	43	21	21	31	0	0
nosibs	5	8	l	afAEaail	10	42	42	18	18	27	0	0
nosibs	5	8	n	afAEaain	10	44	44	23	23	33	0	0
nosibs	5	9	h	afAEaajh	10	45	45	25	25	35	0	0
nosibs	5	9	l	afAEaajl	10	47	47	31	31	43	0	0
nosibs	5	9	n	afAEaajn	10	48	48	34	34	47	0	0
nosibs	5	10	h	afAEaakh	10	50	50	40	40	55	0	0
nosibs	5	10	l	afAEaakl	10	49	49	36	36	49	0	0
nosibs	5	10	n	afAEaakn	10	52	52	43	43	57	0	0
onelarge_noh	5	1	h	afAFaabh	10	31	31	17	17	43	0	0
onelarge_noh	5	1	l	afAFaabl	10	28	28	12	12	40	0	0
onelarge_noh	5	1	n	afAFaabn	10	26	26	11	11	45	0	0
onelarge_noh	5	2	h	afAFaach	10	45	45	35	35	51	0	0
onelarge_noh	5	2	l	afAFaacl	10	44	44	35	35	54	0	0
onelarge_noh	5	2	n	afAFaacn	10	48	48	38	38	54	0	0
onelarge_noh	5	3	h	afAFaadh	10	43	43	36	36	61	0	0
onelarge_noh	5	3	l	afAFaadl	10	47	47	38	38	57	0	0
onelarge_noh	5	3	n	afAFaadn	10	48	48	43	43	65	0	0
onelarge_noh	5	4	h	afAFaaeh	10	29	29	16	16	45	0	0
onelarge_noh	5	4	l	afAFaael	10	49	49	38	38	52	0	0
onelarge_noh	5	4	n	afAFaaen	10	47	47	40	40	59	0	0
onelarge_noh	5	5	h	afAFaafh	10	33	33	18	18	43	0	0
onelarge_noh	5	5	l	afAFaafl	10	35	35	27	27	58	0	0
onelarge_noh	5	5	n	afAFaafn	10	28	28	19	19	57	0	0
onelarge_noh	5	6	h	afAFaagh	10	32	32	19	19	46	0	0
onelarge_noh	5	6	l	afAFaagl	10	32	32	23	23	56	0	0
onelarge_noh	5	6	n	afAFaagn	10	27	27	14	14	49	0	0
onelarge_noh	5	7	h	afAFaahh	10	42	42	28	28	47	0	0
onelarge_noh	5	7	l	afAFaahl	10	27	27	12	12	43	0	0
onelarge_noh	5	7	n	afAFaahn	10	27	27	14	14	49	0	0
onelarge_noh	5	8	h	afAFaaih	10	30	30	16	16	43	0	0
onelarge_noh	5	8	l	afAFaail	10	29	29	16	16	47	0	0
onelarge_noh	5	8	n	afAFaain	10	28	28	17	17	53	0	0
onelarge_noh	5	9	h	afAFaajh	10	32	32	21	21	47	0	0
onelarge_noh	5	9	l	afAFaajl	10	28	28	14	14	45	0	0
onelarge_noh	5	9	n	afAFaajn	10	35	35	26	26	55	0	0
onelarge_noh	5	10	h	afAFaakh	10	42	42	32	32	52	0	0
onelarge_noh	5	10	l	afAFaakl	10	43	43	33	33	51	0	0
onelarge_noh	5	10	n	afAFaakn	10	47	47	42	42	65	0	0
onelarge_wh	5	1	h	afAGaabh	10	50	50	46	46	67	0	0
onelarge_wh	5	1	l	afAGaabl	10	51	51	49	49	71	0	0
onelarge_wh	5	1	n	afAGaabn	10	51	51	51	51	75	0	0
onelarge_wh	5	2	h	afAGaach	10	52	52	50	50	70	0	0
onelarge_wh	5	2	l	afAGaacl	10	37	37	35	35	71	0	0
onelarge_wh	5	2	n	afAGaacn	10	36	36	36	36	75	0	0
onelarge_wh	5	3	h	afAGaadh	10	56	56	56	56	75	0	0
onelarge_wh	5	3	l	afAGaadl	10	55	55	54	54	73	0	0
onelarge_wh	5	3	n	afAGaadn	10	53	53	53	53	75	0	0
onelarge_wh	5	4	h	afAGaaeh	10	53	53	53	53	75	0	0
onelarge_wh	5	4	l	afAGaael	10	50	50	50	50	75	0	0
onelarge_wh	5	4	n	afAGaaen	10	42	42	42	42	75	0	0
onelarge_wh	5	5	h	afAGaafh	10	40	40	39	39	73	0	0
onelarge_wh	5	5	l	afAGaafl	10	45	45	43	43	71	0	0
onelarge_wh	5	5	n	afAGaafn	10	37	37	37	37	75	0	0
onelarge_wh	5	6	h	afAGaagh	10	43	43	43	43	74	0	0
onelarge_wh	5	6	l	afAGaagl	10	41	41	41	41	75	0	0
onelarge_wh	5	6	n	afAGaagn	10	36	36	36	36	75	0	0
onelarge_wh	5	7	h	afAGaahh	10	51	51	50	50	73	0	0
onelarge_wh	5	7	l	afAGaahl	10	49	49	48	48	73	0	0
onelarge_wh	5	7	n	afAGaahn	10	45	45	45	45	75	0	0
onelarge_wh	5	8	h	afAGaaih	10	52	52	51	51	73	0	0
onelarge_wh	5	8	l	afAGaail	10	43	43	43	43	75	0	0
onelarge_wh	5	8	n	afAGaain	10	48	48	48	48	75	0	0
onelarge_wh	5	9	h	afAGaajh	10	47	47	45	45	71	0	0
onelarge_wh	5	9	l	afAGaajl	10	34	34	32	32	71	0	0
onelarge_wh	5	9	n	afAGaajn	10	34	34	34	34	75	0	0
onelarge_wh	5	10	h	afAGaakh	10	38	38	37	37	73	0	0
onelarge_wh	5	10	l	afAGaakl	10	54	54	53	53	73	0	0
onelarge_wh	5	10	n	afAGaakn	10	54	54	53	53	73	0	0
sfs_noh	5	1	h	afAHaabh	10	42	42	39	39	64	0	0
sfs_noh	5	1	l	afAHaabl	10	41	41	40	40	70	0	0
sfs_noh	5	1	n	afAHaabn	10	42	42	41	41	72	0	0
sfs_noh	5	2	h	afAHaach	10	41	41	36	36	62	0	0
sfs_noh	5	2	l	afAHaacl	10	43	43	41	41	70	0	0
sfs_noh	5	2	n	afAHaacn	10	42	42	39	39	69	0	0
sfs_noh	5	3	h	afAHaadh	10	40	40	32	32	55	0	0
sfs_noh	5	3	l	afAHaadl	10	41	41	38	38	64	0	0
sfs_noh	5	3	n	afAHaadn	10	46	46	41	41	68	0	0
sfs_noh	5	4	h	afAHaaeh	10	41	41	33	33	57	0	0
sfs_noh	5	4	l	afAHaael	10	40	40	36	36	63	0	0
sfs_noh	5	4	n	afAHaaen	10	41	41	33	33	59	0	0
sfs_noh	5	5	h	afAHaafh	10	38	38	36	36	65	0	0
sfs_noh	5	5	l	afAHaafl	10	44	44	36	36	60	0	0
sfs_noh	5	5	n	afAHaafn	10	46	46	41	41	66	0	0
sfs_noh	5	6	h	afAHaagh	10	41	41	39	39	65	0	0
sfs_noh	5	6	l	afAHaagl	10	41	41	34	34	61	0	0
sfs_noh	5	6	n	afAHaagn	10	43	43	35	35	62	0	0
sfs_noh	5	7	h	afAHaahh	10	41	41	33	33	56	0	0
sfs_noh	5	7	l	afAHaahl	10	44	44	42	42	70	0	0
sfs_noh	5	7	n	afAHaahn	10	43	43	40	40	70	0	0
sfs_noh	5	8	h	afAHaaih	10	42	42	37	37	58	0	0
sfs_noh	5	8	l	afAHaail	10	41	41	36	36	62	0	0
sfs_noh	5	8	n	afAHaain	10	41	41	37	37	60	0	0
sfs_noh	5	9	h	afAHaajh	10	40	40	33	33	52	0	0
sfs_noh	5	9	l	afAHaajl	10	41	41	34	34	59	0	0
sfs_noh	5	9	n	afAHaajn	10	43	43	35	35	58	0	0
sfs_noh	5	10	h	afAHaakh	10	44	44	39	39	61	0	0
sfs_noh	5	10	l	afAHaakl	10	41	41	35	35	64	0	0
sfs_noh	5	10	n	afAHaakn	10	42	42	38	38	67	0	0
sfs_wh	5	1	h	afAIaabh	10	37	37	28	28	54	0	0
sfs_wh	5	1	l	afAIaabl	10	42	42	36	36	62	0	0
sfs_wh	5	1	n	afAIaabn	10	42	42	37	37	63	0	0
sfs_wh	5	2	h	afAIaach	10	42	42	38	38	67	0	0
sfs_wh	5	2	l	afAIaacl	10	40	40	37	37	65	0	0
sfs_wh	5	2	n	afAIaacn	10	44	44	40	40	66	0	0
sfs_wh	5	3	h	afAIaadh	10	39	39	32	32	63	0	0
sfs_wh	5	3	l	afAIaadl	10	42	42	35	35	63	0	0
sfs_wh	5	3	n	afAIaadn	10	44	44	43	43	73	0	0
sfs_wh	5	4	h	afAIaaeh	10	39	39	31	31	57	0	0
sfs_wh	5	4	l	afAIaael	10	44	44	40	40	69	0	0
sfs_wh	5	4	n	afAIaaen	10	45	45	41	41	67	0	0
sfs_wh	5	5	h	afAIaafh	10	40	40	32	32	52	0	0
sfs_wh	5	5	l	afAIaafl	10	45	45	40	40	64	0	0
sfs_wh	5	5	n	afAIaafn	10	40	40	32	32	60	0	0
sfs_wh	5	6	h	afAIaagh	10	39	39	32	32	56	0	0
sfs_wh	5	6	l	afAIaagl	10	39	39	34	34	61	0	0
sfs_wh	5	6	n	afAIaagn	10	38	38	32	32	59	0	0
sfs_wh	5	7	h	afAIaahh	10	38	38	31	31	53	0	0
sfs_wh	5	7	l	afAIaahl	10	44	44	37	37	61	0	0
sfs_wh	5	7	n	afAIaahn	10	37	37	34	34	60	0	0
sfs_wh	5	8	h	afAIaaih	10	42	42	36	36	60	0	0
sfs_wh	5	8	l	afAIaail	10	41	41	36	36	60	0	0
sfs_wh	5	8	n	afAIaain	10	47	47	43	43	68	0	0
sfs_wh	5	9	h	afAIaajh	10	41	41	35	35	58	0	0
sfs_wh	5	9	l	afAIaajl	10	42	42	38	38	66	0	0
sfs_wh	5	9	n	afAIaajn	10	44	44	40	40	69	0	0
sfs_wh	5	10	h	afAIaakh	10	41	41	36	36	63	0	0
sfs_wh	5	10	l	afAIaakl	10	43	43	39	39	67	0	0
sfs_wh	5	10	n	afAIaakn	10	44	44	39	39	66	0	0
slfsg_noh	5	1	h	afAJaabh	10	34	34	31	31	68	0	0
slfsg_noh	5	1	l	afAJaabl	10	45	45	44	44	73	0	0
slfsg_noh	5	1	n	afAJaabn	10	33	33	32	32	73	0	0
slfsg_noh	5	2	h	afAJaach	10	50	50	49	49	71	0	0
slfsg_noh	5	2	l	afAJaacl	10	30	30	28	28	68	0	0
slfsg_noh	5	2	n	afAJaacn	10	33	33	32	32	73	0	0
slfsg_noh	5	3	h	afAJaadh	10	36	36	33	33	65	0	0
slfsg_noh	5	3	l	afAJaadl	10	34	34	30	30	65	0	0
slfsg_noh	5	3	n	afAJaadn	10	44	44	43	43	72	0	0
slfsg_noh	5	4	h	afAJaaeh	10	35	35	30	30	60	0	0
slfsg_noh	5	4	l	afAJaael	10	42	42	41	41	71	0	0
slfsg_noh	5	4	n	afAJaaen	10	40	40	35	35	66	0	0
slfsg_noh	5	5	h	afAJaafh	10	42	42	39	39	68	0	0
slfsg_noh	5	5	l	afAJaafl	10	37	37	33	33	68	0	0
slfsg_noh	5	5	n	afAJaafn	10	43	43	41	41	71	0	0
slfsg_noh	5	6	h	afAJaagh	10	26	26	23	23	64	0	0
slfsg_noh	5	6	l	afAJaagl	10	33	33	30	30	64	0	0
slfsg_noh	5	6	n	afAJaagn	10	19	19	16	16	65	0	0
slfsg_noh	5	7	h	afAJaahh	10	43	43	41	41	69	0	0
slfsg_noh	5	7	l	afAJaahl	10	39	39	38	38	70	0	0
slfsg_noh	5	7	n	afAJaahn	10	36	36	34	34	66	0	0
slfsg_noh	5	8	h	afAJaaih	10	47	47	44	44	65	0	0
slfsg_noh	5	8	l	afAJaail	10	47	47	46	46	73	0	0
slfsg_noh	5	8	n	afAJaain	10	42	42	41	41	72	0	0
slfsg_noh	5	9	h	afAJaajh	10	40	40	39	39	68	0	0
slfsg_noh	5	9	l	afAJaajl	10	44	44	41	41	67	0	0
slfsg_noh	5	9	n	afAJaajn	10	44	44	44	44	74	0	0
slfsg_noh	5	10	h	afAJaakh	10	46	46	41	41	62	0	0
slfsg_noh	5	10	l	afAJaakl	10	33	33	29	29	64	0	0
slfsg_noh	5	10	n	afAJaakn	10	38	38	36	36	69	0	0
slfsg_wh	5	1	h	afAKaabh	10	39	39	37	37	68	0	0
slfsg_wh	5	1	l	afAKaabl	10	43	43	40	40	65	0	0
slfsg_wh	5	1	n	afAKaabn	10	36	36	32	32	64	0	0
slfsg_wh	5	2	h	afAKaach	10	45	45	42	42	66	0	0
slfsg_wh	5	2	l	afAKaacl	10	32	32	28	28	65	0	0
slfsg_wh	5	2	n	afAKaacn	10	29	29	24	24	63	0	0
slfsg_wh	5	3	h	afAKaadh	10	42	42	40	40	66	0	0
slfsg_wh	5	3	l	afAKaadl	10	46	46	45	45	70	0	0
slfsg_wh	5	3	n	afAKaadn	10	48	48	48	48	74	0	0
slfsg_wh	5	4	h	afAKaaeh	10	48	48	48	48	71	0	0
slfsg_wh	5	4	l	afAKaael	10	33	33	29	29	67	0	0
slfsg_wh	5	4	n	afAKaaen	10	42	42	38	38	66	0	0
slfsg_wh	5	5	h	afAKaafh	10	38	38	34	34	62	0	0
slfsg_wh	5	5	l	afAKaafl	10	44	44	40	40	68	0	0
slfsg_wh	5	5	n	afAKaafn	10	41	41	36	36	65	0	0
slfsg_wh	5	6	h	afAKaagh	10	43	43	40	40	64	0	0
slfsg_wh	5	6	l	afAKaagl	10	40	40	37	37	67	0	0
slfsg_wh	5	6	n	afAKaagn	10	36	36	34	34	71	0	0
slfsg_wh	5	7	h	afAKaahh	10	42	42	36	36	62	0	0
slfsg_wh	5	7	l	afAKaahl	10	44	44	42	42	71	0	0
slfsg_wh	5	7	n	afAKaahn	10	36	36	35	35	69	0	0
slfsg_wh	5	8	h	afAKaaih	10	37	37	36	36	70	0	0
slfsg_wh	5	8	l	afAKaail	10	47	47	45	45	72	0	0
slfsg_wh	5	8	n	afAKaain	10	31	31	29	29	70	0	0
slfsg_wh	5	9	h	afAKaajh	10	32	32	28	28	62	0	0
slfsg_wh	5	9	l	afAKaajl	10	35	35	33	33	70	0	0
slfsg_wh	5	9	n	afAKaajn	10	39	39	36	36	69	0	0
slfsg_wh	5	10	h	afAKaakh	10	43	43	40	40	66	0	0
slfsg_wh	5	10	l	afAKaakl	10	31	31	29	29	69	0	0
slfsg_wh	5	10	n	afAKaakn	10	43	43	41	41	71	0	0
allhalf	10	1	h	akABaabh	10	38	38	2	2	3	0	0
allhalf	10	1	l	akABaabl	10	38	38	2	2	3	0	0
allhalf	10	1	n	akABaabn	10	38	38	2	2	3	0	0
allhalf	10	2	h	akABaach	10	38	38	2	2	3	0	0
allhalf	10	2	l	akABaacl	10	38	38	2	2	3	0	0
allhalf	10	2	n	akABaacn	10	39	39	5	5	7	0	0
allhalf	10	3	h	akABaadh	10	38	38	2	2	3	0	0
allhalf	10	3	l	akABaadl	10	38	38	2	2	3	0	0
allhalf	10	3	n	akABaadn	10	38	38	2	2	3	0	0
allhalf	10	4	h	akABaaeh	10	38	38	2	2	3	0	0
allhalf	10	4	l	akABaael	10	38	38	2	2	3	0	0
allhalf	10	4	n	akABaaen	10	38	38	2	2	3	0	0
allhalf	10	5	h	akABaafh	10	38	38	2	2	3	0	0
allhalf	10	5	l	akABaafl	10	38	38	2	2	3	0	0
allhalf	10	5	n	akABaafn	10	38	38	2	2	3	0	0
allhalf	10	6	h	akABaagh	10	39	39	6	6	9	0	0
allhalf	10	6	l	akABaagl	10	38	38	2	2	3	0	0
allhalf	10	6	n	akABaagn	10	39	39	6	6	9	0	0
allhalf	10	7	h	akABaahh	10	38	38	2	2	3	0	0
allhalf	10	7	l	akABaahl	10	38	38	2	2	3	0	0
allhalf	10	7	n	akABaahn	10	38	38	2	2	3	0	0
allhalf	10	8	h	akABaaih	10	38	38	2	2	3	0	0
allhalf	10	8	l	akABaail	10	38	38	2	2	3	0	0
allhalf	10	8	n	akABaain	10	38	38	2	2	3	0	0
allhalf	10	9	h	akABaajh	10	38	38	2	2	3	0	0
allhalf	10	9	l	akABaajl	10	39	39	5	5	7	0	0
allhalf	10	9	n	akABaajn	10	38	38	2	2	3	0	0
allhalf	10	10	h	akABaakh	10	38	38	2	2	3	0	0
allhalf	10	10	l	akABaakl	10	38	38	2	2	3	0	0
allhalf	10	10	n	akABaakn	10	38	38	2	2	3	0	0
allpathalf	10	1	h	akACaabh	10	38	38	2	2	3	0	0
allpathalf	10	1	l	akACaabl	10	38	38	2	2	3	0	0
allpathalf	10	1	n	akACaabn	10	38	38	2	2	3	0	0
allpathalf	10	2	h	akACaach	10	38	38	2	2	3	0	0
allpathalf	10	2	l	akACaacl	10	38	38	2	2	3	0	0
allpathalf	10	2	n	akACaacn	10	38	38	2	2	3	0	0
allpathalf	10	3	h	akACaadh	10	38	38	2	2	3	0	0
allpathalf	10	3	l	akACaadl	10	38	38	2	2	3	0	0
allpathalf	10	3	n	akACaadn	10	38	38	2	2	3	0	0
allpathalf	10	4	h	akACaaeh	10	38	38	2	2	3	0	0
allpathalf	10	4	l	akACaael	10	38	38	2	2	3	0	0
allpathalf	10	4	n	akACaaen	10	38	38	2	2	3	0	0
allpathalf	10	5	h	akACaafh	10	38	38	2	2	3	0	0
allpathalf	10	5	l	akACaafl	10	38	38	2	2	3	0	0
allpathalf	10	5	n	akACaafn	10	38	38	2	2	3	0	0
allpathalf	10	6	h	akACaagh	10	38	38	2	2	3	0	0
allpathalf	10	6	l	akACaagl	10	38	38	2	2	3	0	0
allpathalf	10	6	n	akACaagn	10	38	38	2	2	3	0	0
allpathalf	10	7	h	akACaahh	10	38	38	2	2	3	0	0
allpathalf	10	7	l	akACaahl	10	38	38	2	2	3	0	0
allpathalf	10	7	n	akACaahn	10	38	38	2	2	3	0	0
allpathalf	10	8	h	akACaaih	10	38	38	2	2	3	0	0
allpathalf	10	8	l	akACaail	10	38	38	2	2	3	0	0
allpathalf	10	8	n	akACaain	10	38	38	2	2	3	0	0
allpathalf	10	9	h	akACaajh	10	38	38	2	2	3	0	0
allpathalf	10	9	l	akACaajl	10	38	38	2	2	3	0	0
allpathalf	10	9	n	akACaajn	10	38	38	2	2	3	0	0
allpathalf	10	10	h	akACaakh	10	38	38	2	2	3	0	0
allpathalf	10	10	l	akACaakl	10	38	38	2	2	3	0	0
allpathalf	10	10	n	akACaakn	10	38	38	2	2	3	0	0
nosibs	10	1	h	akAEaabh	10	38	38	2	2	3	0	0
nosibs	10	1	l	akAEaabl	10	38	38	2	2	3	0	0
nosibs	10	1	n	akAEaabn	10	38	38	2	2	3	0	0
nosibs	10	2	h	akAEaach	10	38	38	2	2	3	0	0
nosibs	10	2	l	akAEaacl	10	38	38	2	2	3	0	0
nosibs	10	2	n	akAEaacn	10	38	38	2	2	3	0	0
nosibs	10	3	h	akAEaadh	10	38	38	2	2	3	0	0
nosibs	10	3	l	akAEaadl	10	38	38	2	2	3	0	0
nosibs	10	3	n	akAEaadn	10	38	38	2	2	3	0	0
nosibs	10	4	h	akAEaaeh	10	38	38	2	2	3	0	0
nosibs	10	4	l	akAEaael	10	38	38	2	2	3	0	0
nosibs	10	4	n	akAEaaen	10	38	38	2	2	3	0	0
nosibs	10	5	h	akAEaafh	10	38	38	2	2	3	0	0
nosibs	10	5	l	akAEaafl	10	38	38	2	2	3	0	0
nosibs	10	5	n	akAEaafn	10	38	38	2	2	3	0	0
nosibs	10	6	h	akAEaagh	10	38	38	2	2	3	0	0
nosibs	10	6	l	akAEaagl	10	38	38	2	2	3	0	0
nosibs	10	6	n	akAEaagn	10	38	38	2	2	3	0	0
nosibs	10	7	h	akAEaahh	10	38	38	2	2	3	0	0
nosibs	10	7	l	akAEaahl	10	38	38	2	2	3	0	0
nosibs	10	7	n	akAEaahn	10	38	38	2	2	3	0	0
nosibs	10	8	h	akAEaaih	10	38	38	2	2	3	0	0
nosibs	10	8	l	akAEaail	10	38	38	2	2	3	0	0
nosibs	10	8	n	akAEaain	10	38	38	2	2	3	0	0
nosibs	10	9	h	akAEaajh	10	38	38	2	2	3	0	0
nosibs	10	9	l	akAEaajl	10	38	38	2	2	3	0	0
nosibs	10	9	n	akAEaajn	10	38	38	2	2	3	0	0
nosibs	10	10	h	akAEaakh	10	38	38	2	2	3	0	0
nosibs	10	10	l	akAEaakl	10	38	38	2	2	3	0	0
nosibs	10	10	n	akAEaakn	10	38	38	2	2	3	0	0
onelarge_noh	10	1	h	akAFaabh	10	34	34	20	20	35	0	0
onelarge_noh	10	1	l	akAFaabl	10	31	31	11	11	34	0	0
onelarge_noh	10	1	n	akAFaabn	10	26	26	5	5	33	0	0
onelarge_noh	10	2	h	akAFaach	10	27	27	9	9	31	0	0
onelarge_noh	10	2	l	akAFaacl	10	28	28	10	10	34	0	0
onelarge_noh	10	2	n	akAFaacn	10	24	24	3	3	33	0	0
onelarge_noh	10	3	h	akAFaadh	10	33	33	17	17	31	0	0
onelarge_noh	10	3	l	akAFaadl	10	23	23	1	1	31	0	0
onelarge_noh	10	3	n	akAFaadn	10	23	23	1	1	31	0	0
onelarge_noh	10	4	h	akAFaaeh	10	34	34	19	19	35	0	0
onelarge_noh	10	4	l	akAFaael	10	29	29	14	14	34	0	0
onelarge_noh	10	4	n	akAFaaen	10	24	24	4	4	34	0	0
onelarge_noh	10	5	h	akAFaafh	10	35	35	20	20	33	0	0
onelarge_noh	10	5	l	akAFaafl	10	31	31	17	17	35	0	0
onelarge_noh	10	5	n	akAFaafn	10	29	29	13	13	35	0	0
onelarge_noh	10	6	h	akAFaagh	10	33	33	18	18	37	0	0
onelarge_noh	10	6	l	akAFaagl	10	31	31	13	13	37	0	0
onelarge_noh	10	6	n	akAFaagn	10	23	23	1	1	31	0	0
onelarge_noh	10	7	h	akAFaahh	10	36	36	20	20	34	0	0
onelarge_noh	10	7	l	akAFaahl	10	25	25	5	5	31	0	0
onelarge_noh	10	7	n	akAFaahn	10	23	23	1	1	31	0	0
onelarge_noh	10	8	h	akAFaaih	10	32	32	18	18	32	0	0
onelarge_noh	10	8	l	akAFaail	10	28	28	11	11	33	0	0
onelarge_noh	10	8	n	akAFaain	10	24	24	3	3	31	0	0
onelarge_noh	10	9	h	akAFaajh	10	28	28	11	11	31	0	0
onelarge_noh	10	9	l	akAFaajl	10	28	28	10	10	33	0	0
onelarge_noh	10	9	n	akAFaajn	10	26	26	6	6	33	0	0
onelarge_noh	10	10	h	akAFaakh	10	28	28	11	11	31	0	0
onelarge_noh	10	10	l	akAFaakl	10	26	26	8	8	34	0	0
onelarge_noh	10	10	n	akAFaakn	10	23	23	1	1	31	0	0
onelarge_wh	10	1	h	akAGaabh	10	43	43	26	26	39	0	0
onelarge_wh	10	1	l	akAGaabl	10	38	38	22	22	43	0	0
onelarge_wh	10	1	n	akAGaabn	10	44	44	32	32	50	0	0
onelarge_wh	10	2	h	akAGaach	10	44	44	31	31	44	0	0
