Scenario	NumAlleles	Number	GenoError	Code	NumLoc	gtyp.err.assumption	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	Minutes
sfs_noh	20	1	l	auAHaabl	25	d0m0	11	11	10	10	42	0	0	5.66667
sfs_noh	20	1	n	auAHaabn	25	d0m0	0	0	0	0	42	0	0	6.21667
sfs_noh	20	2	h	auAHaach	25	d0m0	18	18	18	18	42	0	0	3.63333
sfs_noh	20	2	l	auAHaacl	25	d0m0	12	12	12	12	42	0	0	4.76667
sfs_noh	20	2	n	auAHaacn	25	d0m0	0	0	0	0	42	0	0	6.13333
sfs_noh	20	3	h	auAHaadh	25	d0m0	16	16	16	16	42	0	0	3.43333
sfs_noh	20	3	l	auAHaadl	25	d0m0	12	12	11	11	42	0	0	5.41667
sfs_noh	20	3	n	auAHaadn	25	d0m0	1	1	0	0	42	0	0	7.93333
sfs_noh	20	4	h	auAHaaeh	25	d0m0	16	16	15	15	42	0	0	4.46667
sfs_noh	20	4	l	auAHaael	25	d0m0	9	9	9	9	42	0	0	5.43333
sfs_noh	20	4	n	auAHaaen	25	d0m0	0	0	0	0	42	0	0	6.88333
sfs_noh	20	5	h	auAHaafh	25	d0m0	17	17	17	17	42	0	0	3.33333
sfs_noh	20	5	l	auAHaafl	25	d0m0	10	10	10	10	42	0	0	4.45000
sfs_noh	20	5	n	auAHaafn	25	d0m0	0	0	0	0	42	0	0	5.80000
sfs_wh	20	1	h	auAIaabh	25	d0m0	20	20	19	19	42	0	0	4.10000
sfs_wh	20	1	l	auAIaabl	25	d0m0	12	12	11	11	42	0	0	4.91667
sfs_wh	20	1	n	auAIaabn	25	d0m0	0	0	0	0	42	0	0	5.38333
sfs_wh	20	2	h	auAIaach	25	d0m0	17	17	15	15	42	0	0	3.66667
sfs_wh	20	2	l	auAIaacl	25	d0m0	13	13	13	13	42	0	0	4.71667
sfs_wh	20	2	n	auAIaacn	25	d0m0	0	0	0	0	42	0	0	5.15000
sfs_wh	20	3	h	auAIaadh	25	d0m0	18	18	16	16	42	0	0	4.33333
sfs_wh	20	3	l	auAIaadl	25	d0m0	9	9	9	9	42	0	0	4.65000
sfs_wh	20	3	n	auAIaadn	25	d0m0	0	0	0	0	42	0	0	5.38333
sfs_wh	20	4	h	auAIaaeh	25	d0m0	18	18	16	16	42	0	0	3.96667
sfs_wh	20	4	l	auAIaael	25	d0m0	14	14	12	12	42	0	0	4.73333
sfs_wh	20	4	n	auAIaaen	25	d0m0	2	2	0	0	42	0	0	6.55000
sfs_wh	20	5	h	auAIaafh	25	d0m0	20	20	18	18	42	0	0	4.10000
sfs_wh	20	5	l	auAIaafl	25	d0m0	11	11	10	10	42	0	0	5.50000
sfs_wh	20	5	n	auAIaafn	25	d0m0	0	0	0	0	42	0	0	6.23333
slfsg_noh	20	1	h	auAJaabh	25	d0m0	40	40	38	38	55	0	0	7.51667
slfsg_noh	20	1	l	auAJaabl	25	d0m0	21	21	20	20	55	0	0	6.13333
slfsg_noh	20	1	n	auAJaabn	25	d0m0	1	1	0	0	55	0	0	8.33333
slfsg_noh	20	2	h	auAJaach	25	d0m0	41	41	40	40	55	0	0	5.88333
slfsg_noh	20	2	l	auAJaacl	25	d0m0	25	25	24	24	55	0	0	6.00000
slfsg_noh	20	2	n	auAJaacn	25	d0m0	1	1	0	0	55	0	0	8.30000
slfsg_noh	20	3	h	auAJaadh	25	d0m0	40	40	40	40	55	0	0	5.98333
slfsg_noh	20	3	l	auAJaadl	25	d0m0	21	21	21	21	55	0	0	5.90000
slfsg_noh	20	3	n	auAJaadn	25	d0m0	0	0	0	0	55	0	0	8.23333
slfsg_noh	20	4	h	auAJaaeh	25	d0m0	39	39	38	38	55	0	0	6.25000
slfsg_noh	20	4	l	auAJaael	25	d0m0	18	18	18	18	55	0	0	5.60000
slfsg_noh	20	4	n	auAJaaen	25	d0m0	0	0	0	0	55	0	0	8.40000
slfsg_noh	20	5	h	auAJaafh	25	d0m0	38	38	38	38	55	0	0	5.81667
slfsg_noh	20	5	l	auAJaafl	25	d0m0	29	29	29	29	55	0	0	6.50000
slfsg_noh	20	5	n	auAJaafn	25	d0m0	0	0	0	0	55	0	0	8.46667
slfsg_wh	20	1	h	auAKaabh	25	d0m0	39	39	39	39	55	0	0	7.38333
slfsg_wh	20	1	l	auAKaabl	25	d0m0	23	23	23	23	55	0	0	7.15000
slfsg_wh	20	1	n	auAKaabn	25	d0m0	0	0	0	0	55	0	0	5.35000
slfsg_wh	20	2	h	auAKaach	25	d0m0	37	37	37	37	55	0	0	7.71667
slfsg_wh	20	2	l	auAKaacl	25	d0m0	29	29	29	29	55	0	0	6.03333
slfsg_wh	20	2	n	auAKaacn	25	d0m0	0	0	0	0	55	0	0	5.85000
slfsg_wh	20	3	h	auAKaadh	25	d0m0	39	39	37	37	55	0	0	6.71667
slfsg_wh	20	3	l	auAKaadl	25	d0m0	26	26	25	25	55	0	0	7.31667
slfsg_wh	20	3	n	auAKaadn	25	d0m0	1	1	0	0	55	0	0	6.68333
slfsg_wh	20	4	h	auAKaaeh	25	d0m0	39	39	39	39	55	0	0	6.85000
slfsg_wh	20	4	l	auAKaael	25	d0m0	23	23	23	23	55	0	0	7.60000
slfsg_wh	20	4	n	auAKaaen	25	d0m0	0	0	0	0	55	0	0	5.98333
slfsg_wh	20	5	h	auAKaafh	25	d0m0	37	37	36	36	55	0	0	6.81667
slfsg_wh	20	5	l	auAKaafl	25	d0m0	25	25	25	25	55	0	0	8.11667
slfsg_wh	20	5	n	auAKaafn	25	d0m0	0	0	0	0	55	0	0	6.10000
allhalf	25	1	h	azABaabh	25	d0m0	0	0	NA	NA	0	0	0	3.78333
allhalf	25	1	l	azABaabl	25	d0m0	1	1	NA	NA	0	0	0	6.38333
allhalf	25	1	n	azABaabn	25	d0m0	0	0	NA	NA	0	0	0	6.50000
allhalf	25	2	h	azABaach	25	d0m0	0	0	NA	NA	0	0	0	3.65000
allhalf	25	2	l	azABaacl	25	d0m0	0	0	NA	NA	0	0	0	4.48333
allhalf	25	2	n	azABaacn	25	d0m0	0	0	NA	NA	0	0	0	6.08333
allhalf	25	3	h	azABaadh	25	d0m0	0	0	NA	NA	0	0	0	4.11667
allhalf	25	3	l	azABaadl	25	d0m0	0	0	NA	NA	0	0	0	6.43333
allhalf	25	3	n	azABaadn	25	d0m0	0	0	NA	NA	0	0	0	7.66667
allhalf	25	4	h	azABaaeh	25	d0m0	0	0	NA	NA	0	0	0	3.66667
allhalf	25	4	l	azABaael	25	d0m0	0	0	NA	NA	0	0	0	5.28333
allhalf	25	4	n	azABaaen	25	d0m0	0	0	NA	NA	0	0	0	6.83333
allhalf	25	5	h	azABaafh	25	d0m0	0	0	NA	NA	0	0	0	3.65000
allhalf	25	5	l	azABaafl	25	d0m0	0	0	NA	NA	0	0	0	6.91667
allhalf	25	5	n	azABaafn	25	d0m0	0	0	NA	NA	0	0	0	6.80000
allpathalf	25	1	h	azACaabh	25	d0m0	0	0	NA	NA	0	0	0	3.16667
allpathalf	25	1	l	azACaabl	25	d0m0	0	0	NA	NA	0	0	0	6.93333
allpathalf	25	1	n	azACaabn	25	d0m0	0	0	NA	NA	0	0	0	8.55000
allpathalf	25	2	h	azACaach	25	d0m0	0	0	NA	NA	0	0	0	3.60000
allpathalf	25	2	l	azACaacl	25	d0m0	0	0	NA	NA	0	0	0	7.50000
allpathalf	25	2	n	azACaacn	25	d0m0	0	0	NA	NA	0	0	0	7.06667
allpathalf	25	3	h	azACaadh	25	d0m0	1	1	NA	NA	0	0	0	2.98333
allpathalf	25	3	l	azACaadl	25	d0m0	0	0	NA	NA	0	0	0	6.95000
allpathalf	25	3	n	azACaadn	25	d0m0	0	0	NA	NA	0	0	0	7.51667
allpathalf	25	4	h	azACaaeh	25	d0m0	1	1	NA	NA	0	0	0	3.31667
allpathalf	25	4	l	azACaael	25	d0m0	0	0	NA	NA	0	0	0	6.81667
allpathalf	25	4	n	azACaaen	25	d0m0	0	0	NA	NA	0	0	0	7.03333
allpathalf	25	5	h	azACaafh	25	d0m0	0	0	NA	NA	0	0	0	2.50000
allpathalf	25	5	l	azACaafl	25	d0m0	0	0	NA	NA	0	0	0	5.00000
allpathalf	25	5	n	azACaafn	25	d0m0	0	0	NA	NA	0	0	0	7.53333
nosibs	25	1	h	azAEaabh	25	d0m0	0	0	NA	NA	0	0	0	1.58333
nosibs	25	1	l	azAEaabl	25	d0m0	0	0	NA	NA	0	0	0	1.96667
nosibs	25	1	n	azAEaabn	25	d0m0	0	0	NA	NA	0	0	0	1.81667
nosibs	25	2	h	azAEaach	25	d0m0	0	0	NA	NA	0	0	0	1.56667
nosibs	25	2	l	azAEaacl	25	d0m0	0	0	NA	NA	0	0	0	1.55000
nosibs	25	2	n	azAEaacn	25	d0m0	0	0	NA	NA	0	0	0	0.91667
nosibs	25	3	h	azAEaadh	25	d0m0	0	0	NA	NA	0	0	0	1.50000
nosibs	25	3	l	azAEaadl	25	d0m0	0	0	NA	NA	0	0	0	1.81667
nosibs	25	3	n	azAEaadn	25	d0m0	0	0	NA	NA	0	0	0	1.86667
nosibs	25	4	h	azAEaaeh	25	d0m0	0	0	NA	NA	0	0	0	1.96667
nosibs	25	4	l	azAEaael	25	d0m0	0	0	NA	NA	0	0	0	1.53333
nosibs	25	4	n	azAEaaen	25	d0m0	0	0	NA	NA	0	0	0	1.58333
nosibs	25	5	h	azAEaafh	25	d0m0	0	0	NA	NA	0	0	0	1.66667
nosibs	25	5	l	azAEaafl	25	d0m0	0	0	NA	NA	0	0	0	1.63333
nosibs	25	5	n	azAEaafn	25	d0m0	0	0	NA	NA	0	0	0	1.58333
onelarge_noh	25	1	h	azAFaabh	25	d0m0	24	24	24	24	30	0	0	6.20000
onelarge_noh	25	1	l	azAFaabl	25	d0m0	19	19	19	19	30	0	0	5.00000
onelarge_noh	25	1	n	azAFaabn	25	d0m0	0	0	0	0	30	0	0	5.55000
onelarge_noh	25	2	h	azAFaach	25	d0m0	26	26	26	26	30	0	0	7.05000
onelarge_noh	25	2	l	azAFaacl	25	d0m0	13	13	13	13	30	0	0	6.10000
onelarge_noh	25	2	n	azAFaacn	25	d0m0	0	0	0	0	30	0	0	7.35000
onelarge_noh	25	3	h	azAFaadh	25	d0m0	26	26	26	26	30	0	0	8.21667
onelarge_noh	25	3	l	azAFaadl	25	d0m0	12	12	12	12	30	0	0	5.15000
onelarge_noh	25	3	n	azAFaadn	25	d0m0	0	0	0	0	30	0	0	6.78333
onelarge_noh	25	4	h	azAFaaeh	25	d0m0	24	24	24	24	30	0	0	6.15000
onelarge_noh	25	4	l	azAFaael	25	d0m0	14	14	14	14	30	0	0	5.21667
onelarge_noh	25	4	n	azAFaaen	25	d0m0	0	0	0	0	30	0	0	7.03333
onelarge_noh	25	5	h	azAFaafh	25	d0m0	26	26	26	26	30	0	0	7.38333
onelarge_noh	25	5	l	azAFaafl	25	d0m0	13	13	13	13	30	0	0	6.73333
onelarge_noh	25	5	n	azAFaafn	25	d0m0	0	0	0	0	30	0	0	6.21667
onelarge_wh	25	1	h	azAGaabh	25	d0m0	25	25	25	25	30	0	0	14.11667
onelarge_wh	25	1	l	azAGaabl	25	d0m0	11	11	11	11	30	0	0	15.85000
onelarge_wh	25	1	n	azAGaabn	25	d0m0	0	0	0	0	30	0	0	25.11667
onelarge_wh	25	2	h	azAGaach	25	d0m0	26	26	26	26	30	0	0	13.78333
onelarge_wh	25	2	l	azAGaacl	25	d0m0	13	13	13	13	30	0	0	16.31667
onelarge_wh	25	2	n	azAGaacn	25	d0m0	0	0	0	0	30	0	0	29.75000
onelarge_wh	25	3	h	azAGaadh	25	d0m0	25	25	25	25	30	0	0	12.21667
onelarge_wh	25	3	l	azAGaadl	25	d0m0	14	14	14	14	30	0	0	13.70000
onelarge_wh	25	3	n	azAGaadn	25	d0m0	0	0	0	0	30	0	0	27.88333
onelarge_wh	25	4	h	azAGaaeh	25	d0m0	26	26	26	26	30	0	0	11.30000
onelarge_wh	25	4	l	azAGaael	25	d0m0	11	11	11	11	30	0	0	16.23333
onelarge_wh	25	4	n	azAGaaen	25	d0m0	0	0	0	0	30	0	0	34.63333
onelarge_wh	25	5	h	azAGaafh	25	d0m0	25	25	25	25	30	0	0	12.36667
onelarge_wh	25	5	l	azAGaafl	25	d0m0	20	20	20	20	30	0	0	13.51667
onelarge_wh	25	5	n	azAGaafn	25	d0m0	0	0	0	0	30	0	0	34.95000
sfs_noh	25	1	h	azAHaabh	25	d0m0	19	19	16	16	42	0	0	5.43333
sfs_noh	25	1	l	azAHaabl	25	d0m0	11	11	10	10	42	0	0	4.20000
sfs_noh	25	1	n	azAHaabn	25	d0m0	1	1	0	0	42	0	0	7.65000
sfs_noh	25	2	h	azAHaach	25	d0m0	17	17	17	17	42	0	0	3.78333
sfs_noh	25	2	l	azAHaacl	25	d0m0	8	8	8	8	42	0	0	6.03333
sfs_noh	25	2	n	azAHaacn	25	d0m0	0	0	0	0	42	0	0	8.76667
sfs_noh	25	3	h	azAHaadh	25	d0m0	18	18	18	18	42	0	0	3.06667
sfs_noh	25	3	l	azAHaadl	25	d0m0	9	9	9	9	42	0	0	7.25000
sfs_noh	25	3	n	azAHaadn	25	d0m0	0	0	0	0	42	0	0	8.78333
sfs_noh	25	4	h	azAHaaeh	25	d0m0	19	19	17	17	42	0	0	3.63333
sfs_noh	25	4	l	azAHaael	25	d0m0	11	11	10	10	42	0	0	6.15000
sfs_noh	25	4	n	azAHaaen	25	d0m0	0	0	0	0	42	0	0	8.41667
sfs_noh	25	5	h	azAHaafh	25	d0m0	19	19	17	17	42	0	0	4.31667
sfs_noh	25	5	l	azAHaafl	25	d0m0	15	15	14	14	42	0	0	4.75000
sfs_noh	25	5	n	azAHaafn	25	d0m0	1	1	0	0	42	0	0	6.51667
sfs_wh	25	1	h	azAIaabh	25	d0m0	19	19	19	19	42	0	0	3.70000
sfs_wh	25	1	l	azAIaabl	25	d0m0	12	12	11	11	42	0	0	5.35000
sfs_wh	25	1	n	azAIaabn	25	d0m0	0	0	0	0	42	0	0	5.53333
sfs_wh	25	2	h	azAIaach	25	d0m0	21	21	18	18	42	0	0	4.60000
sfs_wh	25	2	l	azAIaacl	25	d0m0	13	13	12	12	42	0	0	5.16667
sfs_wh	25	2	n	azAIaacn	25	d0m0	0	0	0	0	42	0	0	5.56667
sfs_wh	25	3	h	azAIaadh	25	d0m0	21	21	18	18	42	0	0	3.91667
sfs_wh	25	3	l	azAIaadl	25	d0m0	14	14	12	12	42	0	0	3.98333
sfs_wh	25	3	n	azAIaadn	25	d0m0	0	0	0	0	42	0	0	5.61667
sfs_wh	25	4	h	azAIaaeh	25	d0m0	17	17	16	16	42	0	0	3.08333
sfs_wh	25	4	l	azAIaael	25	d0m0	10	10	10	10	42	0	0	4.70000
sfs_wh	25	4	n	azAIaaen	25	d0m0	0	0	0	0	42	0	0	5.11667
sfs_wh	25	5	h	azAIaafh	25	d0m0	18	18	16	16	42	0	0	4.55000
sfs_wh	25	5	l	azAIaafl	25	d0m0	8	8	8	8	42	0	0	5.01667
sfs_wh	25	5	n	azAIaafn	25	d0m0	0	0	0	0	42	0	0	4.76667
slfsg_noh	25	1	h	azAJaabh	25	d0m0	39	39	39	39	55	0	0	6.33333
slfsg_noh	25	1	l	azAJaabl	25	d0m0	25	25	25	25	55	0	0	5.73333
slfsg_noh	25	1	n	azAJaabn	25	d0m0	0	0	0	0	55	0	0	8.36667
slfsg_noh	25	2	h	azAJaach	25	d0m0	39	39	39	39	55	0	0	5.76667
slfsg_noh	25	2	l	azAJaacl	25	d0m0	26	26	26	26	55	0	0	7.05000
slfsg_noh	25	2	n	azAJaacn	25	d0m0	0	0	0	0	55	0	0	8.08333
slfsg_noh	25	3	h	azAJaadh	25	d0m0	40	40	39	39	55	0	0	7.30000
slfsg_noh	25	3	l	azAJaadl	25	d0m0	27	27	27	27	55	0	0	6.35000
slfsg_noh	25	3	n	azAJaadn	25	d0m0	0	0	0	0	55	0	0	9.28333
slfsg_noh	25	4	h	azAJaaeh	25	d0m0	38	38	38	38	55	0	0	6.83333
slfsg_noh	25	4	l	azAJaael	25	d0m0	25	25	25	25	55	0	0	6.50000
slfsg_noh	25	4	n	azAJaaen	25	d0m0	0	0	0	0	55	0	0	9.21667
slfsg_noh	25	5	h	azAJaafh	25	d0m0	40	40	39	39	55	0	0	6.03333
slfsg_noh	25	5	l	azAJaafl	25	d0m0	29	29	28	28	55	0	0	6.68333
slfsg_noh	25	5	n	azAJaafn	25	d0m0	1	1	0	0	55	0	0	9.45000
slfsg_wh	25	1	h	azAKaabh	25	d0m0	39	39	39	39	55	0	0	7.10000
slfsg_wh	25	1	l	azAKaabl	25	d0m0	32	32	32	32	55	0	0	7.25000
slfsg_wh	25	1	n	azAKaabn	25	d0m0	0	0	0	0	55	0	0	5.91667
slfsg_wh	25	2	h	azAKaach	25	d0m0	37	37	37	37	55	0	0	7.16667
slfsg_wh	25	2	l	azAKaacl	25	d0m0	25	25	25	25	55	0	0	6.98333
slfsg_wh	25	2	n	azAKaacn	25	d0m0	0	0	0	0	55	0	0	6.60000
slfsg_wh	25	3	h	azAKaadh	25	d0m0	36	36	36	36	55	0	0	6.61667
slfsg_wh	25	3	l	azAKaadl	25	d0m0	25	25	25	25	55	0	0	5.60000
slfsg_wh	25	3	n	azAKaadn	25	d0m0	0	0	0	0	55	0	0	6.21667
slfsg_wh	25	4	h	azAKaaeh	25	d0m0	39	39	39	39	55	0	0	7.36667
slfsg_wh	25	4	l	azAKaael	25	d0m0	25	25	25	25	55	0	0	6.78333
slfsg_wh	25	4	n	azAKaaen	25	d0m0	0	0	0	0	55	0	0	5.78333
slfsg_wh	25	5	h	azAKaafh	25	d0m0	39	39	39	39	55	0	0	6.30000
slfsg_wh	25	5	l	azAKaafl	25	d0m0	22	22	22	22	55	0	0	6.96667
slfsg_wh	25	5	n	azAKaafn	25	d0m0	0	0	0	0	55	0	0	6.23333
allhalf	5	1	h	afABaabh	5	d.02m.02	47	47	38	38	51	0	0	4.70000
allhalf	5	1	l	afABaabl	5	d.02m.02	43	43	29	29	41	0	0	4.71667
allhalf	5	1	n	afABaabn	5	d.02m.02	40	40	27	27	38	0	0	6.26667
allhalf	5	2	h	afABaach	5	d.02m.02	41	41	27	27	38	0	0	4.86667
allhalf	5	2	l	afABaacl	5	d.02m.02	39	39	29	29	41	0	0	5.76667
allhalf	5	2	n	afABaacn	5	d.02m.02	39	39	25	25	36	0	0	5.66667
allhalf	5	3	h	afABaadh	5	d.02m.02	40	40	27	27	39	0	0	5.80000
allhalf	5	3	l	afABaadl	5	d.02m.02	40	40	31	31	45	0	0	5.10000
allhalf	5	3	n	afABaadn	5	d.02m.02	40	40	30	30	43	0	0	5.05000
allhalf	5	4	h	afABaaeh	5	d.02m.02	46	46	39	39	56	0	0	4.05000
allhalf	5	4	l	afABaael	5	d.02m.02	41	41	28	28	40	0	0	5.58333
allhalf	5	4	n	afABaaen	5	d.02m.02	41	41	29	29	41	0	0	5.11667
allhalf	5	5	h	afABaafh	5	d.02m.02	39	39	26	26	37	0	0	4.48333
allhalf	5	5	l	afABaafl	5	d.02m.02	40	40	27	27	38	0	0	4.66667
allhalf	5	5	n	afABaafn	5	d.02m.02	39	39	26	26	36	0	0	6.46667
allhalf	5	6	h	afABaagh	5	d.02m.02	41	41	30	30	43	0	0	6.26667
allhalf	5	6	l	afABaagl	5	d.02m.02	37	37	21	21	30	0	0	5.76667
allhalf	5	6	n	afABaagn	5	d.02m.02	42	42	26	26	37	0	0	5.91667
allhalf	5	7	h	afABaahh	5	d.02m.02	44	44	33	33	46	0	0	5.45000
allhalf	5	7	l	afABaahl	5	d.02m.02	45	45	35	35	48	0	0	4.85000
allhalf	5	7	n	afABaahn	5	d.02m.02	44	44	34	34	47	0	0	5.53333
allhalf	5	8	h	afABaaih	5	d.02m.02	41	41	33	33	46	0	0	5.08333
allhalf	5	8	l	afABaail	5	d.02m.02	38	38	28	28	40	0	0	6.21667
allhalf	5	8	n	afABaain	5	d.02m.02	45	45	36	36	50	0	0	4.81667
allhalf	5	9	h	afABaajh	5	d.02m.02	43	43	31	31	43	0	0	5.06667
allhalf	5	9	l	afABaajl	5	d.02m.02	41	41	30	30	43	0	0	5.05000
allhalf	5	9	n	afABaajn	5	d.02m.02	44	44	30	30	43	0	0	4.50000
allhalf	5	10	h	afABaakh	5	d.02m.02	36	36	26	26	37	0	0	6.31667
allhalf	5	10	l	afABaakl	5	d.02m.02	45	45	34	34	47	0	0	6.01667
allhalf	5	10	n	afABaakn	5	d.02m.02	45	45	35	35	48	0	0	4.40000
allhalf	5	11	h	afABaalh	5	d.02m.02	41	41	33	33	44	0	0	5.38333
allhalf	5	11	l	afABaall	5	d.02m.02	44	44	34	34	47	0	0	5.18333
allhalf	5	11	n	afABaaln	5	d.02m.02	44	44	32	32	42	0	0	6.43333
allhalf	5	12	h	afABaamh	5	d.02m.02	43	43	35	35	50	0	0	6.40000
allhalf	5	12	l	afABaaml	5	d.02m.02	43	43	32	32	45	0	0	4.93333
allhalf	5	12	n	afABaamn	5	d.02m.02	43	43	32	32	45	0	0	4.55000
allhalf	5	13	h	afABaanh	5	d.02m.02	42	42	31	31	42	0	0	5.56667
allhalf	5	13	l	afABaanl	5	d.02m.02	45	45	32	32	42	0	0	4.85000
allhalf	5	13	n	afABaann	5	d.02m.02	40	40	32	32	44	0	0	5.08333
allhalf	5	14	h	afABaaoh	5	d.02m.02	42	42	34	34	48	0	0	4.81667
allhalf	5	14	l	afABaaol	5	d.02m.02	44	44	36	36	51	0	0	4.78333
allhalf	5	14	n	afABaaon	5	d.02m.02	40	40	27	27	38	0	0	5.30000
allhalf	5	15	h	afABaaph	5	d.02m.02	41	41	30	30	42	0	0	5.91667
allhalf	5	15	l	afABaapl	5	d.02m.02	41	41	23	23	31	0	0	5.91667
allhalf	5	15	n	afABaapn	5	d.02m.02	44	44	29	29	41	0	0	4.98333
allpathalf	5	1	h	afACaabh	5	d.02m.02	41	41	28	28	40	0	0	6.00000
allpathalf	5	1	l	afACaabl	5	d.02m.02	44	44	37	37	51	0	0	6.11667
allpathalf	5	1	n	afACaabn	5	d.02m.02	45	45	36	36	51	0	0	5.98333
allpathalf	5	2	h	afACaach	5	d.02m.02	42	42	28	28	39	0	0	6.08333
allpathalf	5	2	l	afACaacl	5	d.02m.02	44	44	38	38	54	0	0	5.68333
allpathalf	5	2	n	afACaacn	5	d.02m.02	43	43	32	32	45	0	0	5.00000
allpathalf	5	3	h	afACaadh	5	d.02m.02	40	40	28	28	37	0	0	6.10000
allpathalf	5	3	l	afACaadl	5	d.02m.02	41	41	25	25	35	0	0	5.60000
allpathalf	5	3	n	afACaadn	5	d.02m.02	45	45	35	35	49	0	0	4.83333
allpathalf	5	4	h	afACaaeh	5	d.02m.02	40	40	29	29	42	0	0	5.90000
allpathalf	5	4	l	afACaael	5	d.02m.02	48	48	42	42	57	0	0	4.86667
allpathalf	5	4	n	afACaaen	5	d.02m.02	42	42	30	30	41	0	0	5.15000
allpathalf	5	5	h	afACaafh	5	d.02m.02	39	39	25	25	35	0	0	5.83333
allpathalf	5	5	l	afACaafl	5	d.02m.02	40	40	29	29	41	0	0	5.58333
allpathalf	5	5	n	afACaafn	5	d.02m.02	42	42	31	31	45	0	0	4.78333
allpathalf	5	6	h	afACaagh	5	d.02m.02	39	39	23	23	32	0	0	7.53333
allpathalf	5	6	l	afACaagl	5	d.02m.02	40	40	33	33	44	0	0	5.26667
allpathalf	5	6	n	afACaagn	5	d.02m.02	41	41	28	28	38	0	0	6.03333
allpathalf	5	7	h	afACaahh	5	d.02m.02	40	40	26	26	38	0	0	5.06667
allpathalf	5	7	l	afACaahl	5	d.02m.02	42	42	28	28	40	0	0	4.76667
allpathalf	5	7	n	afACaahn	5	d.02m.02	41	41	25	25	36	0	0	4.70000
allpathalf	5	8	h	afACaaih	5	d.02m.02	40	40	32	32	46	0	0	4.93333
allpathalf	5	8	l	afACaail	5	d.02m.02	41	41	27	27	37	0	0	4.31667
allpathalf	5	8	n	afACaain	5	d.02m.02	41	41	27	27	38	0	0	5.53333
allpathalf	5	9	h	afACaajh	5	d.02m.02	42	42	29	29	40	0	0	5.15000
allpathalf	5	9	l	afACaajl	5	d.02m.02	45	45	34	34	47	0	0	5.16667
allpathalf	5	9	n	afACaajn	5	d.02m.02	47	47	39	39	54	0	0	6.25000
allpathalf	5	10	h	afACaakh	5	d.02m.02	39	39	25	25	37	0	0	5.31667
allpathalf	5	10	l	afACaakl	5	d.02m.02	42	42	32	32	44	0	0	4.68333
allpathalf	5	10	n	afACaakn	5	d.02m.02	40	40	30	30	42	0	0	5.30000
allpathalf	5	11	h	afACaalh	5	d.02m.02	42	42	29	29	42	0	0	5.83333
allpathalf	5	11	l	afACaall	5	d.02m.02	43	43	32	32	45	0	0	5.20000
allpathalf	5	11	n	afACaaln	5	d.02m.02	41	41	23	23	31	0	0	6.48333
allpathalf	5	12	h	afACaamh	5	d.02m.02	40	40	23	23	31	0	0	6.65000
allpathalf	5	12	l	afACaaml	5	d.02m.02	41	41	27	27	39	0	0	5.43333
allpathalf	5	12	n	afACaamn	5	d.02m.02	39	39	22	22	30	0	0	7.50000
allpathalf	5	13	h	afACaanh	5	d.02m.02	42	42	32	32	46	0	0	5.63333
allpathalf	5	13	l	afACaanl	5	d.02m.02	38	38	21	21	30	0	0	5.36667
allpathalf	5	13	n	afACaann	5	d.02m.02	43	43	34	34	48	0	0	3.85000
allpathalf	5	14	h	afACaaoh	5	d.02m.02	43	43	34	34	47	0	0	5.68333
allpathalf	5	14	l	afACaaol	5	d.02m.02	39	39	23	23	34	0	0	6.81667
allpathalf	5	14	n	afACaaon	5	d.02m.02	40	40	26	26	37	0	0	5.33333
allpathalf	5	15	h	afACaaph	5	d.02m.02	36	36	18	18	26	0	0	5.21667
allpathalf	5	15	l	afACaapl	5	d.02m.02	40	40	29	29	39	0	0	5.26667
allpathalf	5	15	n	afACaapn	5	d.02m.02	37	37	23	23	34	0	0	6.46667
lotta_large	5	1	h	afADaabh	5	d.02m.02	105	105	105	105	390	0	0	280.53333
lotta_large	5	1	l	afADaabl	5	d.02m.02	76	76	76	76	390	0	0	182.38333
lotta_large	5	1	n	afADaabn	5	d.02m.02	1	1	1	1	390	0	0	94.75000
lotta_large	5	2	h	afADaach	5	d.02m.02	225	225	225	225	390	0	0	149.60000
lotta_large	5	2	l	afADaacl	5	d.02m.02	167	167	167	167	390	0	0	139.70000
lotta_large	5	2	n	afADaacn	5	d.02m.02	167	167	167	167	390	0	0	138.10000
lotta_large	5	3	h	afADaadh	5	d.02m.02	192	192	192	192	390	0	0	201.93333
lotta_large	5	3	l	afADaadl	5	d.02m.02	173	173	173	173	390	0	0	251.85000
lotta_large	5	3	n	afADaadn	5	d.02m.02	120	120	120	120	390	0	0	135.08333
lotta_large	5	4	h	afADaaeh	5	d.02m.02	147	147	147	147	390	0	0	206.85000
lotta_large	5	4	l	afADaael	5	d.02m.02	83	83	83	83	390	0	0	211.13333
lotta_large	5	4	n	afADaaen	5	d.02m.02	72	72	72	72	390	0	0	105.28333
lotta_large	5	5	h	afADaafh	5	d.02m.02	179	179	179	179	390	0	0	198.00000
lotta_large	5	5	l	afADaafl	5	d.02m.02	145	145	145	145	390	0	0	196.00000
lotta_large	5	5	n	afADaafn	5	d.02m.02	127	127	127	127	390	0	0	164.16667
nosibs	5	1	h	afAEaabh	5	d.02m.02	39	39	22	22	30	0	0	5.35000
nosibs	5	1	l	afAEaabl	5	d.02m.02	44	44	32	32	45	0	0	4.80000
