Scenario	NumAlleles	Number	GenoError	Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	real.time.secs	user.time.secs
allhalf	5	1	h	afABaabh	5	19	19	12	12	16	0	0	0.16	0.16
allhalf	5	1	l	afABaabl	5	20	20	16	16	22	0	0	0.16	0.15
allhalf	5	1	n	afABaabn	5	19	19	16	16	22	0	0	0.16	0.15
allhalf	5	2	h	afABaach	5	20	20	14	14	20	0	0	0.16	0.15
allhalf	5	2	l	afABaacl	5	21	21	15	15	21	0	0	0.16	0.15
allhalf	5	2	n	afABaacn	5	22	22	15	15	21	0	0	0.16	0.15
allhalf	5	3	h	afABaadh	5	13	13	2	2	3	0	0	0.16	0.15
allhalf	5	3	l	afABaadl	5	18	18	6	6	9	0	0	0.16	0.15
allhalf	5	3	n	afABaadn	5	23	23	12	12	18	0	0	0.16	0.15
allhalf	5	4	h	afABaaeh	5	24	24	21	21	28	0	0	0.16	0.15
allhalf	5	4	l	afABaael	5	21	21	15	15	18	0	0	0.16	0.15
allhalf	5	4	n	afABaaen	5	22	22	17	17	21	0	0	0.16	0.15
allhalf	5	5	h	afABaafh	5	19	19	14	14	20	0	0	0.16	0.15
allhalf	5	5	l	afABaafl	5	18	18	10	10	14	0	0	0.16	0.15
allhalf	5	5	n	afABaafn	5	19	19	14	14	20	0	0	0.16	0.15
allhalf	5	6	h	afABaagh	5	17	17	9	9	12	0	0	0.16	0.15
allhalf	5	6	l	afABaagl	5	19	19	6	6	8	0	0	0.16	0.15
allhalf	5	6	n	afABaagn	5	20	20	8	8	11	0	0	0.16	0.15
allhalf	5	7	h	afABaahh	5	12	12	5	5	7	0	0	0.16	0.15
allhalf	5	7	l	afABaahl	5	14	14	6	6	8	0	0	0.16	0.15
allhalf	5	7	n	afABaahn	5	17	17	9	9	12	0	0	0.16	0.15
allhalf	5	8	h	afABaaih	5	13	13	8	8	11	0	0	0.16	0.15
allhalf	5	8	l	afABaail	5	17	17	11	11	16	0	0	0.16	0.15
allhalf	5	8	n	afABaain	5	21	21	13	13	17	0	0	0.16	0.15
allhalf	5	9	h	afABaajh	5	12	12	4	4	6	0	0	0.16	0.15
allhalf	5	9	l	afABaajl	5	15	15	7	7	10	0	0	0.16	0.15
allhalf	5	9	n	afABaajn	5	14	14	7	7	10	0	0	0.16	0.16
allhalf	5	10	h	afABaakh	5	12	12	8	8	11	0	0	0.16	0.15
allhalf	5	10	l	afABaakl	5	11	11	7	7	10	0	0	0.16	0.15
allhalf	5	10	n	afABaakn	5	16	16	12	12	16	0	0	0.16	0.16
allhalf	5	11	h	afABaalh	5	12	12	5	5	7	0	0	0.16	0.16
allhalf	5	11	l	afABaall	5	11	11	6	6	9	0	0	0.16	0.15
allhalf	5	11	n	afABaaln	5	12	12	7	7	10	0	0	0.16	0.16
allhalf	5	12	h	afABaamh	5	14	14	5	5	7	0	0	0.16	0.15
allhalf	5	12	l	afABaaml	5	15	15	8	8	11	0	0	0.16	0.15
allhalf	5	12	n	afABaamn	5	17	17	10	10	14	0	0	0.16	0.15
allhalf	5	13	h	afABaanh	5	21	21	14	14	19	0	0	0.16	0.15
allhalf	5	13	l	afABaanl	5	20	20	10	10	14	0	0	0.16	0.15
allhalf	5	13	n	afABaann	5	19	19	8	8	11	0	0	0.16	0.15
allhalf	5	14	h	afABaaoh	5	31	31	27	27	34	0	0	0.16	0.15
allhalf	5	14	l	afABaaol	5	29	29	21	21	28	0	0	0.16	0.16
allhalf	5	14	n	afABaaon	5	33	33	22	22	29	0	0	0.16	0.16
allhalf	5	15	h	afABaaph	5	28	28	22	22	28	0	0	0.16	0.15
allhalf	5	15	l	afABaapl	5	31	31	25	25	32	0	0	0.16	0.15
allhalf	5	15	n	afABaapn	5	28	28	21	21	27	0	0	0.16	0.16
allhalf	5	16	h	afABaaqh	5	11	11	2	2	3	0	0	0.16	0.15
allhalf	5	16	l	afABaaql	5	15	15	8	8	12	0	0	0.16	0.15
allhalf	5	16	n	afABaaqn	5	15	15	8	8	12	0	0	0.16	0.15
allhalf	5	17	h	afABaarh	5	12	12	7	7	9	0	0	0.16	0.16
allhalf	5	17	l	afABaarl	5	19	19	7	7	9	0	0	0.16	0.15
allhalf	5	17	n	afABaarn	5	18	18	13	13	18	0	0	0.16	0.15
allhalf	5	18	h	afABaash	5	20	20	11	11	13	0	0	0.16	0.15
allhalf	5	18	l	afABaasl	5	22	22	15	15	19	0	0	0.16	0.15
allhalf	5	18	n	afABaasn	5	27	27	16	16	19	0	0	0.16	0.16
allhalf	5	19	h	afABaath	5	12	12	6	6	9	0	0	0.16	0.15
allhalf	5	19	l	afABaatl	5	12	12	8	8	11	0	0	0.16	0.15
allhalf	5	19	n	afABaatn	5	13	13	9	9	13	0	0	0.16	0.15
allhalf	5	20	h	afABaauh	5	8	8	6	6	8	0	0	0.16	0.15
allhalf	5	20	l	afABaaul	5	21	21	16	16	20	0	0	0.16	0.15
allhalf	5	20	n	afABaaun	5	22	22	15	15	19	0	0	0.16	0.15
allhalf	5	21	h	afABaavh	5	21	21	16	16	24	0	0	0.16	0.15
allhalf	5	21	l	afABaavl	5	29	29	20	20	27	0	0	0.16	0.15
allhalf	5	21	n	afABaavn	5	27	27	16	16	23	0	0	0.16	0.15
allhalf	5	22	h	afABaawh	5	13	13	4	4	6	0	0	0.16	0.15
allhalf	5	22	l	afABaawl	5	22	22	14	14	18	0	0	0.16	0.15
allhalf	5	22	n	afABaawn	5	23	23	15	15	19	0	0	0.16	0.15
allhalf	5	23	h	afABaaxh	5	21	21	12	12	16	0	0	0.16	0.15
allhalf	5	23	l	afABaaxl	5	30	30	21	21	26	0	0	0.16	0.15
allhalf	5	23	n	afABaaxn	5	26	26	18	18	24	0	0	0.16	0.15
allhalf	5	24	h	afABaayh	5	15	15	8	8	12	0	0	0.16	0.15
allhalf	5	24	l	afABaayl	5	28	28	19	19	25	0	0	0.18	0.15
allhalf	5	24	n	afABaayn	5	29	29	19	19	24	0	0	0.16	0.15
allhalf	5	25	h	afABaazh	5	23	23	20	20	27	0	0	0.16	0.15
allhalf	5	25	l	afABaazl	5	25	25	17	17	23	0	0	0.16	0.15
allhalf	5	25	n	afABaazn	5	22	22	16	16	22	0	0	0.16	0.15
allhalf	5	26	h	afABabah	5	16	16	7	7	9	0	0	0.16	0.15
allhalf	5	26	l	afABabal	5	24	24	17	17	23	0	0	0.16	0.15
allhalf	5	26	n	afABaban	5	25	25	17	17	23	0	0	0.16	0.15
allhalf	5	27	h	afABabbh	5	33	33	29	29	40	0	0	0.16	0.15
allhalf	5	27	l	afABabbl	5	33	33	26	26	33	0	0	0.16	0.15
allhalf	5	27	n	afABabbn	5	33	33	26	26	33	0	0	0.16	0.15
allhalf	5	28	h	afABabch	5	18	18	6	6	9	0	0	0.16	0.15
allhalf	5	28	l	afABabcl	5	10	10	5	5	7	0	0	0.16	0.15
allhalf	5	28	n	afABabcn	5	15	15	7	7	10	0	0	0.16	0.15
allhalf	5	29	h	afABabdh	5	24	24	22	22	29	0	0	0.16	0.15
allhalf	5	29	l	afABabdl	5	23	23	18	18	23	0	0	0.16	0.15
allhalf	5	29	n	afABabdn	5	21	21	16	16	21	0	0	0.16	0.15
allhalf	5	30	h	afABabeh	5	28	28	15	15	19	0	0	0.16	0.15
allhalf	5	30	l	afABabel	5	28	28	18	18	23	0	0	0.16	0.15
allhalf	5	30	n	afABaben	5	31	31	23	23	29	0	0	0.16	0.15
allhalf	5	31	h	afABabfh	5	18	18	12	12	15	0	0	0.16	0.15
allhalf	5	31	l	afABabfl	5	36	36	32	32	41	0	0	0.16	0.15
allhalf	5	31	n	afABabfn	5	24	24	18	18	23	0	0	0.16	0.15
allhalf	5	32	h	afABabgh	5	17	17	6	6	9	0	0	0.16	0.15
allhalf	5	32	l	afABabgl	5	13	13	5	5	7	0	0	0.16	0.15
allhalf	5	32	n	afABabgn	5	15	15	7	7	10	0	0	0.16	0.15
allhalf	5	33	h	afABabhh	5	12	12	6	6	9	0	0	0.16	0.15
allhalf	5	33	l	afABabhl	5	12	12	10	10	15	0	0	0.16	0.15
allhalf	5	33	n	afABabhn	5	15	15	12	12	17	0	0	0.16	0.16
allhalf	5	34	h	afABabih	5	14	14	8	8	9	0	0	0.16	0.15
allhalf	5	34	l	afABabil	5	15	15	11	11	14	0	0	0.16	0.15
allhalf	5	34	n	afABabin	5	17	17	15	15	20	0	0	0.16	0.15
allhalf	5	35	h	afABabjh	5	16	16	13	13	16	0	0	0.16	0.15
allhalf	5	35	l	afABabjl	5	19	19	14	14	18	0	0	0.16	0.15
allhalf	5	35	n	afABabjn	5	17	17	12	12	16	0	0	0.16	0.15
allhalf	5	36	h	afABabkh	5	29	29	23	23	28	0	0	0.16	0.15
allhalf	5	36	l	afABabkl	5	28	28	23	23	29	0	0	0.16	0.15
allhalf	5	36	n	afABabkn	5	28	28	21	21	26	0	0	0.16	0.15
allhalf	5	37	h	afABablh	5	25	25	19	19	23	0	0	0.16	0.15
allhalf	5	37	l	afABabll	5	21	21	16	16	20	0	0	0.16	0.15
allhalf	5	37	n	afABabln	5	21	21	16	16	20	0	0	0.16	0.15
allhalf	5	38	h	afABabmh	5	21	21	15	15	21	0	0	0.16	0.16
allhalf	5	38	l	afABabml	5	17	17	12	12	17	0	0	0.16	0.16
allhalf	5	38	n	afABabmn	5	30	30	22	22	28	0	0	0.20	0.16
allhalf	5	39	h	afABabnh	5	18	18	13	13	17	0	0	0.16	0.15
allhalf	5	39	l	afABabnl	5	17	17	9	9	12	0	0	0.16	0.15
allhalf	5	39	n	afABabnn	5	17	17	10	10	13	0	0	0.16	0.15
allhalf	5	40	h	afABaboh	5	22	22	13	13	18	0	0	0.16	0.15
allhalf	5	40	l	afABabol	5	25	25	18	18	26	0	0	0.16	0.15
allhalf	5	40	n	afABabon	5	25	25	19	19	26	0	0	0.16	0.15
allhalf	5	41	h	afABabph	5	19	19	15	15	20	0	0	0.16	0.15
allhalf	5	41	l	afABabpl	5	20	20	17	17	22	0	0	0.16	0.15
allhalf	5	41	n	afABabpn	5	21	21	14	14	18	0	0	0.16	0.15
allhalf	5	42	h	afABabqh	5	27	27	20	20	26	0	0	0.16	0.16
allhalf	5	42	l	afABabql	5	17	17	11	11	15	0	0	0.16	0.15
allhalf	5	42	n	afABabqn	5	20	20	15	15	20	0	0	0.16	0.15
allhalf	5	43	h	afABabrh	5	27	27	19	19	26	0	0	0.16	0.15
allhalf	5	43	l	afABabrl	5	21	21	8	8	12	0	0	0.16	0.15
allhalf	5	43	n	afABabrn	5	29	29	18	18	24	0	0	0.16	0.16
allhalf	5	44	h	afABabsh	5	22	22	16	16	20	0	0	0.16	0.15
allhalf	5	44	l	afABabsl	5	19	19	13	13	17	0	0	0.16	0.15
allhalf	5	44	n	afABabsn	5	26	26	20	20	25	0	0	0.17	0.15
allhalf	5	45	h	afABabth	5	21	21	14	14	19	0	0	0.16	0.15
allhalf	5	45	l	afABabtl	5	17	17	6	6	8	0	0	0.16	0.15
allhalf	5	45	n	afABabtn	5	25	25	15	15	20	0	0	0.16	0.15
allhalf	5	46	h	afABabuh	5	20	20	12	12	16	0	0	0.16	0.15
allhalf	5	46	l	afABabul	5	19	19	13	13	17	0	0	0.16	0.15
allhalf	5	46	n	afABabun	5	22	22	16	16	20	0	0	0.16	0.15
allhalf	5	47	h	afABabvh	5	17	17	10	10	14	0	0	0.16	0.15
allhalf	5	47	l	afABabvl	5	17	17	5	5	7	0	0	0.16	0.15
allhalf	5	47	n	afABabvn	5	18	18	9	9	13	0	0	0.16	0.15
allhalf	5	48	h	afABabwh	5	17	17	12	12	17	0	0	0.16	0.15
allhalf	5	48	l	afABabwl	5	21	21	16	16	23	0	0	0.16	0.15
allhalf	5	48	n	afABabwn	5	20	20	14	14	19	0	0	0.16	0.15
allhalf	5	49	h	afABabxh	5	20	20	12	12	17	0	0	0.16	0.15
allhalf	5	49	l	afABabxl	5	27	27	18	18	24	0	0	0.16	0.16
allhalf	5	49	n	afABabxn	5	27	27	18	18	24	0	0	0.16	0.16
allhalf	5	50	h	afABabyh	5	23	23	12	12	17	0	0	0.16	0.15
allhalf	5	50	l	afABabyl	5	22	22	13	13	19	0	0	0.16	0.15
allhalf	5	50	n	afABabyn	5	23	23	13	13	19	0	0	0.16	0.15
allpathalf	5	1	h	afACaabh	5	23	23	13	13	19	0	0	0.16	0.15
allpathalf	5	1	l	afACaabl	5	22	22	15	15	21	0	0	0.16	0.15
allpathalf	5	1	n	afACaabn	5	25	25	16	16	22	0	0	0.16	0.15
allpathalf	5	2	h	afACaach	5	15	15	10	10	14	0	0	0.16	0.15
allpathalf	5	2	l	afACaacl	5	14	14	7	7	10	0	0	0.16	0.15
allpathalf	5	2	n	afACaacn	5	19	19	11	11	16	0	0	0.16	0.15
allpathalf	5	3	h	afACaadh	5	23	23	18	18	23	0	0	0.16	0.15
allpathalf	5	3	l	afACaadl	5	21	21	17	17	23	0	0	0.16	0.16
allpathalf	5	3	n	afACaadn	5	24	24	19	19	25	0	0	0.16	0.15
allpathalf	5	4	h	afACaaeh	5	20	20	10	10	12	0	0	0.16	0.16
allpathalf	5	4	l	afACaael	5	23	23	18	18	24	0	0	0.18	0.16
allpathalf	5	4	n	afACaaen	5	15	15	10	10	14	0	0	0.16	0.16
allpathalf	5	5	h	afACaafh	5	15	15	4	4	6	0	0	0.16	0.15
allpathalf	5	5	l	afACaafl	5	19	19	9	9	13	0	0	0.16	0.15
allpathalf	5	5	n	afACaafn	5	24	24	15	15	21	0	0	0.16	0.15
allpathalf	5	6	h	afACaagh	5	22	22	17	17	22	0	0	0.16	0.16
allpathalf	5	6	l	afACaagl	5	31	31	27	27	33	0	0	0.16	0.16
allpathalf	5	6	n	afACaagn	5	28	28	23	23	28	0	0	0.16	0.15
allpathalf	5	7	h	afACaahh	5	16	16	4	4	6	0	0	0.16	0.15
allpathalf	5	7	l	afACaahl	5	14	14	4	4	6	0	0	0.16	0.15
allpathalf	5	7	n	afACaahn	5	20	20	7	7	10	0	0	0.16	0.15
allpathalf	5	8	h	afACaaih	5	13	13	5	5	7	0	0	0.18	0.15
allpathalf	5	8	l	afACaail	5	15	15	6	6	8	0	0	0.16	0.15
allpathalf	5	8	n	afACaain	5	17	17	8	8	11	0	0	0.16	0.15
allpathalf	5	9	h	afACaajh	5	23	23	11	11	16	0	0	0.16	0.15
allpathalf	5	9	l	afACaajl	5	29	29	24	24	31	0	0	0.16	0.15
allpathalf	5	9	n	afACaajn	5	21	21	11	11	14	0	0	0.16	0.15
allpathalf	5	10	h	afACaakh	5	10	10	4	4	6	0	0	0.16	0.16
allpathalf	5	10	l	afACaakl	5	14	14	8	8	11	0	0	0.16	0.16
allpathalf	5	10	n	afACaakn	5	15	15	6	6	8	0	0	0.16	0.16
allpathalf	5	11	h	afACaalh	5	12	12	8	8	12	0	0	0.16	0.15
allpathalf	5	11	l	afACaall	5	19	19	15	15	19	0	0	0.16	0.16
allpathalf	5	11	n	afACaaln	5	18	18	13	13	16	0	0	0.16	0.15
allpathalf	5	12	h	afACaamh	5	14	14	4	4	6	0	0	0.16	0.16
allpathalf	5	12	l	afACaaml	5	17	17	10	10	14	0	0	0.16	0.15
allpathalf	5	12	n	afACaamn	5	16	16	7	7	10	0	0	0.16	0.15
allpathalf	5	13	h	afACaanh	5	21	21	10	10	14	0	0	0.16	0.15
allpathalf	5	13	l	afACaanl	5	15	15	4	4	5	0	0	0.16	0.15
allpathalf	5	13	n	afACaann	5	18	18	7	7	9	0	0	0.16	0.15
allpathalf	5	14	h	afACaaoh	5	22	22	14	14	18	0	0	0.16	0.16
allpathalf	5	14	l	afACaaol	5	21	21	14	14	17	0	0	0.16	0.15
allpathalf	5	14	n	afACaaon	5	24	24	17	17	22	0	0	0.16	0.15
allpathalf	5	15	h	afACaaph	5	10	10	5	5	7	0	0	0.16	0.15
allpathalf	5	15	l	afACaapl	5	11	11	5	5	7	0	0	0.16	0.15
allpathalf	5	15	n	afACaapn	5	10	10	6	6	8	0	0	0.16	0.15
allpathalf	5	16	h	afACaaqh	5	21	21	12	12	15	0	0	0.16	0.15
allpathalf	5	16	l	afACaaql	5	19	19	16	16	22	0	0	0.16	0.15
allpathalf	5	16	n	afACaaqn	5	19	19	16	16	22	0	0	0.16	0.15
allpathalf	5	17	h	afACaarh	5	17	17	11	11	15	0	0	0.16	0.15
allpathalf	5	17	l	afACaarl	5	22	22	14	14	17	0	0	0.16	0.15
allpathalf	5	17	n	afACaarn	5	22	22	13	13	16	0	0	0.16	0.15
allpathalf	5	18	h	afACaash	5	28	28	22	22	26	0	0	0.16	0.15
allpathalf	5	18	l	afACaasl	5	29	29	27	27	34	0	0	0.16	0.15
allpathalf	5	18	n	afACaasn	5	32	32	31	31	38	0	0	0.16	0.15
allpathalf	5	19	h	afACaath	5	16	16	8	8	11	0	0	0.16	0.15
allpathalf	5	19	l	afACaatl	5	26	26	19	19	26	0	0	0.18	0.15
allpathalf	5	19	n	afACaatn	5	29	29	22	22	29	0	0	0.16	0.15
allpathalf	5	20	h	afACaauh	5	26	26	22	22	28	0	0	0.16	0.15
allpathalf	5	20	l	afACaaul	5	29	29	25	25	31	0	0	0.16	0.15
allpathalf	5	20	n	afACaaun	5	31	31	29	29	37	0	0	0.16	0.15
allpathalf	5	21	h	afACaavh	5	15	15	9	9	12	0	0	0.17	0.15
allpathalf	5	21	l	afACaavl	5	17	17	6	6	9	0	0	0.16	0.15
allpathalf	5	21	n	afACaavn	5	18	18	8	8	11	0	0	0.16	0.15
allpathalf	5	22	h	afACaawh	5	19	19	8	8	12	0	0	0.16	0.15
allpathalf	5	22	l	afACaawl	5	28	28	20	20	28	0	0	0.16	0.15
allpathalf	5	22	n	afACaawn	5	28	28	16	16	23	0	0	0.16	0.15
allpathalf	5	23	h	afACaaxh	5	18	18	10	10	14	0	0	0.16	0.15
allpathalf	5	23	l	afACaaxl	5	26	26	17	17	22	0	0	0.16	0.15
allpathalf	5	23	n	afACaaxn	5	23	23	17	17	24	0	0	0.16	0.15
allpathalf	5	24	h	afACaayh	5	12	12	7	7	10	0	0	0.16	0.15
allpathalf	5	24	l	afACaayl	5	24	24	17	17	22	0	0	0.16	0.15
allpathalf	5	24	n	afACaayn	5	20	20	13	13	17	0	0	0.16	0.15
allpathalf	5	25	h	afACaazh	5	24	24	18	18	24	0	0	0.16	0.16
allpathalf	5	25	l	afACaazl	5	28	28	21	21	27	0	0	0.16	0.15
allpathalf	5	25	n	afACaazn	5	30	30	23	23	29	0	0	0.16	0.15
allpathalf	5	26	h	afACabah	5	11	11	6	6	9	0	0	0.16	0.16
allpathalf	5	26	l	afACabal	5	9	9	2	2	3	0	0	0.16	0.15
allpathalf	5	26	n	afACaban	5	10	10	2	2	3	0	0	0.16	0.15
allpathalf	5	27	h	afACabbh	5	16	16	7	7	9	0	0	0.16	0.15
allpathalf	5	27	l	afACabbl	5	16	16	7	7	9	0	0	0.16	0.15
allpathalf	5	27	n	afACabbn	5	19	19	11	11	15	0	0	0.16	0.15
allpathalf	5	28	h	afACabch	5	25	25	18	18	22	0	0	0.17	0.16
allpathalf	5	28	l	afACabcl	5	24	24	20	20	26	0	0	0.16	0.16
allpathalf	5	28	n	afACabcn	5	29	29	24	24	28	0	0	0.16	0.16
allpathalf	5	29	h	afACabdh	5	21	21	13	13	17	0	0	0.16	0.16
allpathalf	5	29	l	afACabdl	5	25	25	17	17	23	0	0	0.16	0.15
allpathalf	5	29	n	afACabdn	5	26	26	17	17	21	0	0	0.16	0.15
allpathalf	5	30	h	afACabeh	5	19	19	14	14	18	0	0	0.17	0.15
allpathalf	5	30	l	afACabel	5	24	24	16	16	21	0	0	0.16	0.15
allpathalf	5	30	n	afACaben	5	27	27	20	20	27	0	0	0.16	0.15
allpathalf	5	31	h	afACabfh	5	12	12	5	5	7	0	0	0.16	0.15
allpathalf	5	31	l	afACabfl	5	15	15	10	10	14	0	0	0.16	0.15
allpathalf	5	31	n	afACabfn	5	14	14	10	10	14	0	0	0.16	0.15
allpathalf	5	32	h	afACabgh	5	24	24	17	17	23	0	0	0.16	0.15
allpathalf	5	32	l	afACabgl	5	22	22	12	12	16	0	0	0.16	0.15
allpathalf	5	32	n	afACabgn	5	20	20	10	10	14	0	0	0.16	0.15
allpathalf	5	33	h	afACabhh	5	20	20	11	11	15	0	0	0.16	0.15
allpathalf	5	33	l	afACabhl	5	12	12	4	4	6	0	0	0.16	0.15
allpathalf	5	33	n	afACabhn	5	10	10	5	5	7	0	0	0.16	0.15
allpathalf	5	34	h	afACabih	5	13	13	3	3	4	0	0	0.16	0.15
allpathalf	5	34	l	afACabil	5	12	12	4	4	6	0	0	0.16	0.15
allpathalf	5	34	n	afACabin	5	13	13	9	9	13	0	0	0.16	0.15
allpathalf	5	35	h	afACabjh	5	25	25	18	18	24	0	0	0.16	0.15
allpathalf	5	35	l	afACabjl	5	27	27	22	22	28	0	0	0.16	0.15
allpathalf	5	35	n	afACabjn	5	29	29	21	21	28	0	0	0.16	0.15
allpathalf	5	36	h	afACabkh	5	20	20	11	11	16	0	0	0.16	0.15
allpathalf	5	36	l	afACabkl	5	25	25	21	21	29	0	0	0.16	0.16
allpathalf	5	36	n	afACabkn	5	24	24	17	17	23	0	0	0.16	0.15
allpathalf	5	37	h	afACablh	5	23	23	14	14	20	0	0	0.16	0.15
allpathalf	5	37	l	afACabll	5	32	32	26	26	35	0	0	0.16	0.15
allpathalf	5	37	n	afACabln	5	26	26	21	21	28	0	0	0.16	0.15
allpathalf	5	38	h	afACabmh	5	24	24	14	14	19	0	0	0.16	0.15
allpathalf	5	38	l	afACabml	5	13	13	4	4	6	0	0	0.16	0.15
allpathalf	5	38	n	afACabmn	5	20	20	8	8	11	0	0	0.16	0.15
allpathalf	5	39	h	afACabnh	5	10	10	2	2	3	0	0	0.16	0.15
allpathalf	5	39	l	afACabnl	5	13	13	6	6	9	0	0	0.16	0.15
allpathalf	5	39	n	afACabnn	5	12	12	7	7	10	0	0	0.16	0.15
allpathalf	5	40	h	afACaboh	5	19	19	13	13	16	0	0	0.18	0.15
allpathalf	5	40	l	afACabol	5	28	28	17	17	21	0	0	0.16	0.15
allpathalf	5	40	n	afACabon	5	30	30	23	23	30	0	0	0.16	0.15
allpathalf	5	41	h	afACabph	5	20	20	13	13	18	0	0	0.16	0.15
allpathalf	5	41	l	afACabpl	5	17	17	12	12	17	0	0	0.16	0.15
allpathalf	5	41	n	afACabpn	5	24	24	17	17	22	0	0	0.16	0.15
allpathalf	5	42	h	afACabqh	5	22	22	12	12	17	0	0	0.16	0.15
allpathalf	5	42	l	afACabql	5	18	18	12	12	17	0	0	0.16	0.15
allpathalf	5	42	n	afACabqn	5	18	18	10	10	14	0	0	0.16	0.15
allpathalf	5	43	h	afACabrh	5	17	17	8	8	11	0	0	0.16	0.15
allpathalf	5	43	l	afACabrl	5	15	15	5	5	7	0	0	0.16	0.15
allpathalf	5	43	n	afACabrn	5	19	19	9	9	12	0	0	0.16	0.15
allpathalf	5	44	h	afACabsh	5	13	13	9	9	13	0	0	0.16	0.15
allpathalf	5	44	l	afACabsl	5	16	16	10	10	13	0	0	0.16	0.15
allpathalf	5	44	n	afACabsn	5	22	22	14	14	19	0	0	0.16	0.15
allpathalf	5	45	h	afACabth	5	25	25	15	15	22	0	0	0.16	0.15
allpathalf	5	45	l	afACabtl	5	28	28	20	20	26	0	0	0.17	0.15
allpathalf	5	45	n	afACabtn	5	26	26	16	16	22	0	0	0.16	0.15
allpathalf	5	46	h	afACabuh	5	17	17	9	9	13	0	0	0.16	0.15
allpathalf	5	46	l	afACabul	5	19	19	14	14	19	0	0	0.16	0.15
allpathalf	5	46	n	afACabun	5	20	20	15	15	20	0	0	0.16	0.15
allpathalf	5	47	h	afACabvh	5	18	18	11	11	15	0	0	0.16	0.15
allpathalf	5	47	l	afACabvl	5	20	20	15	15	19	0	0	0.16	0.15
allpathalf	5	47	n	afACabvn	5	22	22	17	17	21	0	0	0.16	0.15
allpathalf	5	48	h	afACabwh	5	7	7	NA	NA	0	0	0	0.16	0.15
allpathalf	5	48	l	afACabwl	5	9	9	2	2	3	0	0	0.16	0.15
allpathalf	5	48	n	afACabwn	5	6	6	NA	NA	0	0	0	0.16	0.15
allpathalf	5	49	h	afACabxh	5	19	19	13	13	18	0	0	0.16	0.15
allpathalf	5	49	l	afACabxl	5	18	18	15	15	20	0	0	0.18	0.15
allpathalf	5	49	n	afACabxn	5	16	16	13	13	16	0	0	0.16	0.15
allpathalf	5	50	h	afACabyh	5	18	18	9	9	13	0	0	0.16	0.15
allpathalf	5	50	l	afACabyl	5	16	16	8	8	12	0	0	0.16	0.15
allpathalf	5	50	n	afACabyn	5	22	22	12	12	17	0	0	0.16	0.15
lotta_large	5	1	h	afADaabh	5	55	55	55	55	390	0	0	2.69	2.68
lotta_large	5	1	l	afADaabl	5	65	65	65	65	390	0	0	2.89	2.88
lotta_large	5	1	n	afADaabn	5	65	65	65	65	390	0	0	2.84	2.83
lotta_large	5	2	h	afADaach	5	238	238	238	238	390	0	0	3.38	3.37
lotta_large	5	2	l	afADaacl	5	141	141	141	141	390	0	0	3.57	3.56
lotta_large	5	2	n	afADaacn	5	72	72	72	72	390	0	0	3.82	3.81
lotta_large	5	3	h	afADaadh	5	122	122	122	122	390	0	0	2.93	2.92
lotta_large	5	3	l	afADaadl	5	119	119	119	119	390	0	0	3.29	3.28
lotta_large	5	3	n	afADaadn	5	117	117	117	117	390	0	0	3.46	3.45
lotta_large	5	4	h	afADaaeh	5	60	60	60	60	390	0	0	3.18	3.17
lotta_large	5	4	l	afADaael	5	20	20	20	20	390	0	0	3.29	3.28
lotta_large	5	4	n	afADaaen	5	20	20	20	20	390	0	0	2.76	2.76
lotta_large	5	5	h	afADaafh	5	148	148	148	148	390	0	0	3.85	3.84
lotta_large	5	5	l	afADaafl	5	147	147	147	147	390	0	0	3.94	3.93
lotta_large	5	5	n	afADaafn	5	148	148	148	148	390	0	0	4.13	4.12
lotta_large	5	6	h	afADaagh	5	12	12	12	12	390	0	0	2.77	2.76
lotta_large	5	6	l	afADaagl	5	10	10	10	10	390	0	0	3.81	3.79
lotta_large	5	6	n	afADaagn	5	10	10	10	10	390	0	0	2.82	2.81
lotta_large	5	7	h	afADaahh	5	11	11	11	11	390	0	0	2.76	2.74
lotta_large	5	7	l	afADaahl	5	5	5	5	5	390	0	0	2.91	2.90
lotta_large	5	7	n	afADaahn	5	5	5	5	5	390	0	0	2.99	2.98
lotta_large	5	8	h	afADaaih	5	238	238	238	238	390	0	0	3.04	3.03
lotta_large	5	8	l	afADaail	5	232	232	232	232	390	0	0	3.11	3.10
lotta_large	5	8	n	afADaain	5	232	232	232	232	390	0	0	3.17	3.16
lotta_large	5	9	h	afADaajh	5	67	67	67	67	390	0	0	3.43	3.42
lotta_large	5	9	l	afADaajl	5	65	65	65	65	390	0	0	2.86	2.85
lotta_large	5	9	n	afADaajn	5	65	65	65	65	390	0	0	2.83	2.83
lotta_large	5	10	h	afADaakh	5	150	150	150	150	390	0	0	3.73	3.72
lotta_large	5	10	l	afADaakl	5	70	70	70	70	390	0	0	3.55	3.53
lotta_large	5	10	n	afADaakn	5	70	70	70	70	390	0	0	2.87	2.85
lotta_large	5	11	h	afADaalh	5	26	26	26	26	390	0	0	3.32	3.30
lotta_large	5	11	l	afADaall	5	22	22	22	22	390	0	0	3.07	3.06
lotta_large	5	11	n	afADaaln	5	23	23	23	23	390	0	0	2.79	2.78
lotta_large	5	12	h	afADaamh	5	169	169	169	169	390	0	0	3.14	3.13
lotta_large	5	12	l	afADaaml	5	169	169	169	169	390	0	0	2.71	2.70
