Scenario	NumAlleles	Number	GenoError	Code	NumLoc	part.dist	part.dist2	trimmed.part.dist	trimmed.part.dist2	trimmed.num	num.dupl.elems	num.dupl.when.trimmed	real.time.secs	user.time.secs
allpathalf	20	33	n	auACabhn	5	7	7	NA	NA	0	0	0	0.18	0.17
allpathalf	20	34	h	auACabih	5	24	24	15	15	21	0	0	0.18	0.17
allpathalf	20	34	l	auACabil	5	34	34	31	31	39	0	0	0.20	0.17
allpathalf	20	34	n	auACabin	5	39	39	38	38	45	0	0	0.18	0.17
allpathalf	20	35	h	auACabjh	5	4	4	NA	NA	0	0	0	0.18	0.17
allpathalf	20	35	l	auACabjl	5	4	4	NA	NA	0	0	0	0.18	0.17
allpathalf	20	35	n	auACabjn	5	4	4	NA	NA	0	0	0	0.18	0.17
allpathalf	20	36	h	auACabkh	5	7	7	4	4	6	0	0	0.18	0.17
allpathalf	20	36	l	auACabkl	5	5	5	2	2	3	0	0	0.18	0.17
allpathalf	20	36	n	auACabkn	5	8	8	4	4	6	0	0	0.18	0.17
allpathalf	20	37	h	auACablh	5	25	25	18	18	25	0	0	0.18	0.17
allpathalf	20	37	l	auACabll	5	7	7	2	2	3	0	0	0.18	0.17
allpathalf	20	37	n	auACabln	5	28	28	18	18	24	0	0	0.18	0.17
allpathalf	20	38	h	auACabmh	5	33	33	22	22	30	0	0	0.18	0.17
allpathalf	20	38	l	auACabml	5	28	28	19	19	24	0	0	0.18	0.17
allpathalf	20	38	n	auACabmn	5	27	27	17	17	23	0	0	0.18	0.17
allpathalf	20	39	h	auACabnh	5	19	19	14	14	21	0	0	0.18	0.17
allpathalf	20	39	l	auACabnl	5	19	19	13	13	18	0	0	0.18	0.17
allpathalf	20	39	n	auACabnn	5	18	18	11	11	16	0	0	0.18	0.17
allpathalf	20	40	h	auACaboh	5	32	32	24	24	31	0	0	0.18	0.17
allpathalf	20	40	l	auACabol	5	38	38	36	36	46	0	0	0.18	0.17
allpathalf	20	40	n	auACabon	5	33	33	26	26	34	0	0	0.18	0.17
allpathalf	20	41	h	auACabph	5	16	16	8	8	11	0	0	0.18	0.18
allpathalf	20	41	l	auACabpl	5	14	14	8	8	11	0	0	0.18	0.18
allpathalf	20	41	n	auACabpn	5	18	18	11	11	14	0	0	0.18	0.18
allpathalf	20	42	h	auACabqh	5	8	8	NA	NA	0	0	0	0.18	0.17
allpathalf	20	42	l	auACabql	5	6	6	NA	NA	0	0	0	0.18	0.17
allpathalf	20	42	n	auACabqn	5	4	4	NA	NA	0	0	0	0.18	0.17
allpathalf	20	43	h	auACabrh	5	11	11	NA	NA	0	0	0	0.18	0.17
allpathalf	20	43	l	auACabrl	5	7	7	NA	NA	0	0	0	0.18	0.17
allpathalf	20	43	n	auACabrn	5	9	9	2	2	3	0	0	0.18	0.17
allpathalf	20	44	h	auACabsh	5	14	14	6	6	9	0	0	0.18	0.17
allpathalf	20	44	l	auACabsl	5	6	6	NA	NA	0	0	0	0.18	0.17
allpathalf	20	44	n	auACabsn	5	7	7	2	2	3	0	0	0.18	0.17
allpathalf	20	45	h	auACabth	5	7	7	2	2	3	0	0	0.18	0.17
allpathalf	20	45	l	auACabtl	5	7	7	2	2	3	0	0	0.18	0.17
allpathalf	20	45	n	auACabtn	5	9	9	2	2	3	0	0	0.18	0.17
allpathalf	20	46	h	auACabuh	5	8	8	NA	NA	0	0	0	0.18	0.17
allpathalf	20	46	l	auACabul	5	4	4	2	2	3	0	0	0.18	0.18
allpathalf	20	46	n	auACabun	5	7	7	4	4	6	0	0	0.18	0.17
allpathalf	20	47	h	auACabvh	5	2	2	NA	NA	0	0	0	0.18	0.17
allpathalf	20	47	l	auACabvl	5	8	8	2	2	3	0	0	0.18	0.17
allpathalf	20	47	n	auACabvn	5	37	37	34	34	42	0	0	0.18	0.17
allpathalf	20	48	h	auACabwh	5	7	7	NA	NA	0	0	0	0.19	0.17
allpathalf	20	48	l	auACabwl	5	4	4	NA	NA	0	0	0	0.18	0.17
allpathalf	20	48	n	auACabwn	5	14	14	6	6	8	0	0	0.18	0.17
allpathalf	20	49	h	auACabxh	5	33	33	27	27	35	0	0	0.18	0.17
allpathalf	20	49	l	auACabxl	5	34	34	29	29	38	0	0	0.18	0.17
allpathalf	20	49	n	auACabxn	5	35	35	30	30	39	0	0	0.18	0.17
allpathalf	20	50	h	auACabyh	5	12	12	4	4	6	0	0	0.18	0.17
allpathalf	20	50	l	auACabyl	5	15	15	8	8	11	0	0	0.18	0.17
allpathalf	20	50	n	auACabyn	5	17	17	13	13	18	0	0	0.18	0.17
lotta_large	20	1	h	auADaabh	5	0	0	0	0	390	0	0	2.31	2.31
lotta_large	20	1	l	auADaabl	5	0	0	0	0	390	0	0	2.33	2.33
lotta_large	20	1	n	auADaabn	5	0	0	0	0	390	0	0	2.29	2.29
lotta_large	20	2	h	auADaach	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	2	l	auADaacl	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	2	n	auADaacn	5	0	0	0	0	390	0	0	2.29	2.29
lotta_large	20	3	h	auADaadh	5	2	2	2	2	390	0	0	2.34	2.33
lotta_large	20	3	l	auADaadl	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	3	n	auADaadn	5	0	0	0	0	390	0	0	2.31	2.31
lotta_large	20	4	h	auADaaeh	5	0	0	0	0	390	0	0	2.35	2.35
lotta_large	20	4	l	auADaael	5	0	0	0	0	390	0	0	2.35	2.34
lotta_large	20	4	n	auADaaen	5	0	0	0	0	390	0	0	2.34	2.33
lotta_large	20	5	h	auADaafh	5	1	1	1	1	390	0	0	2.35	2.34
lotta_large	20	5	l	auADaafl	5	0	0	0	0	390	0	0	2.34	2.33
lotta_large	20	5	n	auADaafn	5	0	0	0	0	390	0	0	2.30	2.30
lotta_large	20	6	h	auADaagh	5	0	0	0	0	390	0	0	2.34	2.33
lotta_large	20	6	l	auADaagl	5	0	0	0	0	390	0	0	2.30	2.30
lotta_large	20	6	n	auADaagn	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	7	h	auADaahh	5	0	0	0	0	390	0	0	2.34	2.33
lotta_large	20	7	l	auADaahl	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	7	n	auADaahn	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	8	h	auADaaih	5	1	1	1	1	390	0	0	2.34	2.33
lotta_large	20	8	l	auADaail	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	8	n	auADaain	5	0	0	0	0	390	0	0	2.30	2.30
lotta_large	20	9	h	auADaajh	5	2	2	2	2	390	0	0	2.34	2.33
lotta_large	20	9	l	auADaajl	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	9	n	auADaajn	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	10	h	auADaakh	5	45	45	45	45	390	0	0	2.33	2.32
lotta_large	20	10	l	auADaakl	5	0	0	0	0	390	0	0	2.34	2.33
lotta_large	20	10	n	auADaakn	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	11	h	auADaalh	5	1	1	1	1	390	0	0	2.34	2.33
lotta_large	20	11	l	auADaall	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	11	n	auADaaln	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	12	h	auADaamh	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	12	l	auADaaml	5	70	70	70	70	390	0	0	2.31	2.30
lotta_large	20	12	n	auADaamn	5	70	70	70	70	390	0	0	2.30	2.30
lotta_large	20	13	h	auADaanh	5	10	10	10	10	390	0	0	2.31	2.30
lotta_large	20	13	l	auADaanl	5	10	10	10	10	390	0	0	2.31	2.30
lotta_large	20	13	n	auADaann	5	10	10	10	10	390	0	0	2.30	2.30
lotta_large	20	14	h	auADaaoh	5	9	9	9	9	390	0	0	2.33	2.33
lotta_large	20	14	l	auADaaol	5	1	1	1	1	390	0	0	2.31	2.30
lotta_large	20	14	n	auADaaon	5	10	10	10	10	390	0	0	2.31	2.30
lotta_large	20	15	h	auADaaph	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	15	l	auADaapl	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	15	n	auADaapn	5	0	0	0	0	390	0	0	2.30	2.30
lotta_large	20	16	h	auADaaqh	5	5	5	5	5	390	0	0	2.30	2.30
lotta_large	20	16	l	auADaaql	5	1	1	1	1	390	0	0	2.31	2.30
lotta_large	20	16	n	auADaaqn	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	17	h	auADaarh	5	1	1	1	1	390	0	0	2.35	2.34
lotta_large	20	17	l	auADaarl	5	0	0	0	0	390	0	0	2.35	2.34
lotta_large	20	17	n	auADaarn	5	0	0	0	0	390	0	0	2.34	2.34
lotta_large	20	18	h	auADaash	5	10	10	10	10	390	0	0	2.33	2.32
lotta_large	20	18	l	auADaasl	5	10	10	10	10	390	0	0	2.33	2.33
lotta_large	20	18	n	auADaasn	5	10	10	10	10	390	0	0	2.30	2.29
lotta_large	20	19	h	auADaath	5	0	0	0	0	390	0	0	2.32	2.32
lotta_large	20	19	l	auADaatl	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	19	n	auADaatn	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	20	h	auADaauh	5	2	2	2	2	390	0	0	2.33	2.32
lotta_large	20	20	l	auADaaul	5	0	0	0	0	390	0	0	2.35	2.34
lotta_large	20	20	n	auADaaun	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	21	h	auADaavh	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	21	l	auADaavl	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	21	n	auADaavn	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	22	h	auADaawh	5	10	10	10	10	390	0	0	2.33	2.32
lotta_large	20	22	l	auADaawl	5	10	10	10	10	390	0	0	2.31	2.30
lotta_large	20	22	n	auADaawn	5	10	10	10	10	390	0	0	2.30	2.30
lotta_large	20	23	h	auADaaxh	5	0	0	0	0	390	0	0	2.29	2.28
lotta_large	20	23	l	auADaaxl	5	0	0	0	0	390	0	0	2.29	2.28
lotta_large	20	23	n	auADaaxn	5	0	0	0	0	390	0	0	2.29	2.28
lotta_large	20	24	h	auADaayh	5	40	40	40	40	390	0	0	2.34	2.33
lotta_large	20	24	l	auADaayl	5	40	40	40	40	390	0	0	2.31	2.30
lotta_large	20	24	n	auADaayn	5	40	40	40	40	390	0	0	2.30	2.29
lotta_large	20	25	h	auADaazh	5	5	5	5	5	390	0	0	2.32	2.31
lotta_large	20	25	l	auADaazl	5	0	0	0	0	390	0	0	2.31	2.31
lotta_large	20	25	n	auADaazn	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	26	h	auADabah	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	26	l	auADabal	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	26	n	auADaban	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	27	h	auADabbh	5	1	1	1	1	390	0	0	2.33	2.33
lotta_large	20	27	l	auADabbl	5	0	0	0	0	390	0	0	2.33	2.33
lotta_large	20	27	n	auADabbn	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	28	h	auADabch	5	1	1	1	1	390	0	0	2.32	2.31
lotta_large	20	28	l	auADabcl	5	2	2	2	2	390	0	0	2.32	2.31
lotta_large	20	28	n	auADabcn	5	1	1	1	1	390	0	0	2.30	2.29
lotta_large	20	29	h	auADabdh	5	0	0	0	0	390	0	0	2.33	2.33
lotta_large	20	29	l	auADabdl	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	29	n	auADabdn	5	0	0	0	0	390	0	0	2.35	2.32
lotta_large	20	30	h	auADabeh	5	0	0	0	0	390	0	0	2.35	2.34
lotta_large	20	30	l	auADabel	5	1	1	1	1	390	0	0	2.32	2.31
lotta_large	20	30	n	auADaben	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	31	h	auADabfh	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	31	l	auADabfl	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	31	n	auADabfn	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	32	h	auADabgh	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	32	l	auADabgl	5	0	0	0	0	390	0	0	2.30	2.30
lotta_large	20	32	n	auADabgn	5	0	0	0	0	390	0	0	2.29	2.28
lotta_large	20	33	h	auADabhh	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	33	l	auADabhl	5	0	0	0	0	390	0	0	2.35	2.34
lotta_large	20	33	n	auADabhn	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	34	h	auADabih	5	0	0	0	0	390	0	0	2.36	2.35
lotta_large	20	34	l	auADabil	5	1	1	1	1	390	0	0	2.32	2.31
lotta_large	20	34	n	auADabin	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	35	h	auADabjh	5	0	0	0	0	390	0	0	2.36	2.35
lotta_large	20	35	l	auADabjl	5	10	10	10	10	390	0	0	2.36	2.36
lotta_large	20	35	n	auADabjn	5	10	10	10	10	390	0	0	2.31	2.31
lotta_large	20	36	h	auADabkh	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	36	l	auADabkl	5	0	0	0	0	390	0	0	2.29	2.29
lotta_large	20	36	n	auADabkn	5	0	0	0	0	390	0	0	2.29	2.28
lotta_large	20	37	h	auADablh	5	0	0	0	0	390	0	0	2.32	2.32
lotta_large	20	37	l	auADabll	5	0	0	0	0	390	0	0	2.35	2.34
lotta_large	20	37	n	auADabln	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	38	h	auADabmh	5	1	1	1	1	390	0	0	2.35	2.34
lotta_large	20	38	l	auADabml	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	38	n	auADabmn	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	39	h	auADabnh	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	39	l	auADabnl	5	0	0	0	0	390	0	0	2.32	2.32
lotta_large	20	39	n	auADabnn	5	0	0	0	0	390	0	0	2.31	2.31
lotta_large	20	40	h	auADaboh	5	1	1	1	1	390	0	0	2.34	2.33
lotta_large	20	40	l	auADabol	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	40	n	auADabon	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	41	h	auADabph	5	20	20	20	20	390	0	0	2.31	2.30
lotta_large	20	41	l	auADabpl	5	20	20	20	20	390	0	0	2.31	2.30
lotta_large	20	41	n	auADabpn	5	20	20	20	20	390	0	0	2.31	2.30
lotta_large	20	42	h	auADabqh	5	0	0	0	0	390	0	0	2.35	2.34
lotta_large	20	42	l	auADabql	5	20	20	20	20	390	0	0	2.32	2.32
lotta_large	20	42	n	auADabqn	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	43	h	auADabrh	5	40	40	40	40	390	0	0	2.33	2.32
lotta_large	20	43	l	auADabrl	5	40	40	40	40	390	0	0	2.34	2.33
lotta_large	20	43	n	auADabrn	5	40	40	40	40	390	0	0	2.30	2.30
lotta_large	20	44	h	auADabsh	5	0	0	0	0	390	0	0	2.34	2.33
lotta_large	20	44	l	auADabsl	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	44	n	auADabsn	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	45	h	auADabth	5	1	1	1	1	390	0	0	2.32	2.31
lotta_large	20	45	l	auADabtl	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	45	n	auADabtn	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	46	h	auADabuh	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	46	l	auADabul	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	46	n	auADabun	5	0	0	0	0	390	0	0	2.30	2.29
lotta_large	20	47	h	auADabvh	5	1	1	1	1	390	0	0	2.31	2.30
lotta_large	20	47	l	auADabvl	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	47	n	auADabvn	5	1	1	1	1	390	0	0	2.30	2.29
lotta_large	20	48	h	auADabwh	5	0	0	0	0	390	0	0	2.35	2.35
lotta_large	20	48	l	auADabwl	5	1	1	1	1	390	0	0	2.34	2.33
lotta_large	20	48	n	auADabwn	5	0	0	0	0	390	0	0	2.34	2.33
lotta_large	20	49	h	auADabxh	5	0	0	0	0	390	0	0	2.33	2.32
lotta_large	20	49	l	auADabxl	5	0	0	0	0	390	0	0	2.32	2.31
lotta_large	20	49	n	auADabxn	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	50	h	auADabyh	5	2	2	2	2	390	0	0	2.33	2.33
lotta_large	20	50	l	auADabyl	5	0	0	0	0	390	0	0	2.31	2.30
lotta_large	20	50	n	auADabyn	5	0	0	0	0	390	0	0	2.29	2.29
nosibs	20	1	h	auAEaabh	5	20	20	12	12	16	0	0	0.18	0.18
nosibs	20	1	l	auAEaabl	5	24	24	15	15	20	0	0	0.18	0.18
nosibs	20	1	n	auAEaabn	5	24	24	18	18	23	0	0	0.18	0.18
nosibs	20	2	h	auAEaach	5	13	13	6	6	8	0	0	0.18	0.18
nosibs	20	2	l	auAEaacl	5	21	21	14	14	18	0	0	0.18	0.18
nosibs	20	2	n	auAEaacn	5	13	13	5	5	7	0	0	0.18	0.18
nosibs	20	3	h	auAEaadh	5	14	14	8	8	11	0	0	0.18	0.18
nosibs	20	3	l	auAEaadl	5	2	2	NA	NA	0	0	0	0.18	0.18
nosibs	20	3	n	auAEaadn	5	4	4	2	2	3	0	0	0.18	0.18
nosibs	20	4	h	auAEaaeh	5	1	1	NA	NA	0	0	0	0.18	0.18
nosibs	20	4	l	auAEaael	5	3	3	NA	NA	0	0	0	0.18	0.18
nosibs	20	4	n	auAEaaen	5	34	34	27	27	34	0	0	0.18	0.18
nosibs	20	5	h	auAEaafh	5	25	25	21	21	29	0	0	0.18	0.18
nosibs	20	5	l	auAEaafl	5	43	43	38	38	48	0	0	0.18	0.18
nosibs	20	5	n	auAEaafn	5	30	30	24	24	30	0	0	0.18	0.18
nosibs	20	6	h	auAEaagh	5	16	16	9	9	11	0	0	0.18	0.18
nosibs	20	6	l	auAEaagl	5	31	31	22	22	27	0	0	0.20	0.18
nosibs	20	6	n	auAEaagn	5	31	31	24	24	30	0	0	0.18	0.18
nosibs	20	7	h	auAEaahh	5	35	35	28	28	37	0	0	0.18	0.18
nosibs	20	7	l	auAEaahl	5	37	37	32	32	41	0	0	0.18	0.18
nosibs	20	7	n	auAEaahn	5	37	37	32	32	41	0	0	0.18	0.18
nosibs	20	8	h	auAEaaih	5	41	41	38	38	47	0	0	0.18	0.18
nosibs	20	8	l	auAEaail	5	31	31	26	26	33	0	0	0.18	0.18
nosibs	20	8	n	auAEaain	5	31	31	27	27	35	0	0	0.18	0.18
nosibs	20	9	h	auAEaajh	5	41	41	37	37	44	0	0	0.18	0.18
nosibs	20	9	l	auAEaajl	5	12	12	4	4	6	0	0	0.18	0.18
nosibs	20	9	n	auAEaajn	5	13	13	5	5	7	0	0	0.18	0.18
nosibs	20	10	h	auAEaakh	5	38	38	35	35	43	0	0	0.18	0.18
nosibs	20	10	l	auAEaakl	5	43	43	38	38	45	0	0	0.18	0.18
nosibs	20	10	n	auAEaakn	5	51	51	49	49	58	0	0	0.18	0.18
nosibs	20	11	h	auAEaalh	5	34	34	30	30	37	0	0	0.18	0.18
nosibs	20	11	l	auAEaall	5	5	5	NA	NA	0	0	0	0.18	0.18
nosibs	20	11	n	auAEaaln	5	6	6	2	2	3	0	0	0.18	0.18
nosibs	20	12	h	auAEaamh	5	6	6	NA	NA	0	0	0	0.18	0.18
nosibs	20	12	l	auAEaaml	5	16	16	7	7	10	0	0	0.18	0.18
nosibs	20	12	n	auAEaamn	5	28	28	19	19	24	0	0	0.18	0.18
nosibs	20	13	h	auAEaanh	5	5	5	2	2	3	0	0	0.18	0.18
nosibs	20	13	l	auAEaanl	5	23	23	13	13	17	0	0	0.18	0.18
nosibs	20	13	n	auAEaann	5	25	25	16	16	21	0	0	0.18	0.18
nosibs	20	14	h	auAEaaoh	5	2	2	NA	NA	0	0	0	0.18	0.18
nosibs	20	14	l	auAEaaol	5	26	26	16	16	20	0	0	0.18	0.18
nosibs	20	14	n	auAEaaon	5	22	22	10	10	14	0	0	0.18	0.18
nosibs	20	15	h	auAEaaph	5	10	10	NA	NA	0	0	0	0.18	0.18
nosibs	20	15	l	auAEaapl	5	4	4	NA	NA	0	0	0	0.18	0.18
nosibs	20	15	n	auAEaapn	5	12	12	4	4	6	0	0	0.18	0.18
nosibs	20	16	h	auAEaaqh	5	3	3	NA	NA	0	0	0	0.18	0.18
nosibs	20	16	l	auAEaaql	5	10	10	2	2	3	0	0	0.18	0.18
nosibs	20	16	n	auAEaaqn	5	9	9	2	2	3	0	0	0.18	0.18
nosibs	20	17	h	auAEaarh	5	3	3	NA	NA	0	0	0	0.18	0.18
nosibs	20	17	l	auAEaarl	5	1	1	NA	NA	0	0	0	0.18	0.18
nosibs	20	17	n	auAEaarn	5	1	1	NA	NA	0	0	0	0.18	0.18
nosibs	20	18	h	auAEaash	5	5	5	NA	NA	0	0	0	0.18	0.18
nosibs	20	18	l	auAEaasl	5	5	5	NA	NA	0	0	0	0.18	0.18
nosibs	20	18	n	auAEaasn	5	24	24	17	17	24	0	0	0.18	0.18
nosibs	20	19	h	auAEaath	5	1	1	NA	NA	0	0	0	0.18	0.18
nosibs	20	19	l	auAEaatl	5	5	5	NA	NA	0	0	0	0.18	0.18
nosibs	20	19	n	auAEaatn	5	18	18	11	11	15	0	0	0.18	0.18
nosibs	20	20	h	auAEaauh	5	12	12	4	4	6	0	0	0.18	0.18
nosibs	20	20	l	auAEaaul	5	25	25	21	21	27	0	0	0.18	0.18
nosibs	20	20	n	auAEaaun	5	8	8	2	2	3	0	0	0.18	0.18
nosibs	20	21	h	auAEaavh	5	38	38	32	32	40	0	0	0.18	0.18
nosibs	20	21	l	auAEaavl	5	48	48	44	44	54	0	0	0.18	0.18
nosibs	20	21	n	auAEaavn	5	37	37	31	31	39	0	0	0.18	0.18
nosibs	20	22	h	auAEaawh	5	18	18	10	10	13	0	0	0.18	0.18
nosibs	20	22	l	auAEaawl	5	21	21	12	12	17	0	0	0.18	0.18
nosibs	20	22	n	auAEaawn	5	20	20	13	13	18	0	0	0.18	0.18
nosibs	20	23	h	auAEaaxh	5	28	28	22	22	27	0	0	0.18	0.18
nosibs	20	23	l	auAEaaxl	5	22	22	12	12	16	0	0	0.18	0.18
nosibs	20	23	n	auAEaaxn	5	21	21	14	14	19	0	0	0.19	0.18
nosibs	20	24	h	auAEaayh	5	28	28	22	22	30	0	0	0.18	0.18
nosibs	20	24	l	auAEaayl	5	6	6	NA	NA	0	0	0	0.18	0.18
nosibs	20	24	n	auAEaayn	5	17	17	8	8	11	0	0	0.18	0.18
nosibs	20	25	h	auAEaazh	5	15	15	2	2	3	0	0	0.18	0.18
nosibs	20	25	l	auAEaazl	5	8	8	2	2	3	0	0	0.18	0.18
nosibs	20	25	n	auAEaazn	5	7	7	2	2	3	0	0	0.18	0.18
nosibs	20	26	h	auAEabah	5	21	21	9	9	13	0	0	0.18	0.18
nosibs	20	26	l	auAEabal	5	18	18	8	8	12	0	0	0.18	0.18
nosibs	20	26	n	auAEaban	5	18	18	6	6	9	0	0	0.18	0.18
nosibs	20	27	h	auAEabbh	5	7	7	2	2	3	0	0	0.18	0.18
nosibs	20	27	l	auAEabbl	5	4	4	2	2	3	0	0	0.21	0.18
nosibs	20	27	n	auAEabbn	5	5	5	2	2	3	0	0	0.18	0.18
nosibs	20	28	h	auAEabch	5	25	25	19	19	26	0	0	0.18	0.18
nosibs	20	28	l	auAEabcl	5	35	35	31	31	39	0	0	0.18	0.18
nosibs	20	28	n	auAEabcn	5	26	26	21	21	28	0	0	0.18	0.18
nosibs	20	29	h	auAEabdh	5	8	8	2	2	3	0	0	0.18	0.18
nosibs	20	29	l	auAEabdl	5	26	26	16	16	21	0	0	0.18	0.18
nosibs	20	29	n	auAEabdn	5	12	12	8	8	11	0	0	0.18	0.18
nosibs	20	30	h	auAEabeh	5	15	15	7	7	10	0	0	0.18	0.18
nosibs	20	30	l	auAEabel	5	20	20	17	17	23	0	0	0.18	0.18
nosibs	20	30	n	auAEaben	5	17	17	13	13	18	0	0	0.18	0.18
nosibs	20	31	h	auAEabfh	5	29	29	23	23	30	0	0	0.18	0.18
nosibs	20	31	l	auAEabfl	5	30	30	22	22	27	0	0	0.18	0.18
nosibs	20	31	n	auAEabfn	5	15	15	8	8	11	0	0	0.18	0.18
nosibs	20	32	h	auAEabgh	5	26	26	20	20	25	0	0	0.18	0.18
nosibs	20	32	l	auAEabgl	5	28	28	21	21	25	0	0	0.18	0.18
nosibs	20	32	n	auAEabgn	5	19	19	12	12	15	0	0	0.18	0.18
nosibs	20	33	h	auAEabhh	5	31	31	31	31	40	0	0	0.18	0.18
nosibs	20	33	l	auAEabhl	5	37	37	29	29	37	0	0	0.18	0.18
nosibs	20	33	n	auAEabhn	5	30	30	26	26	35	0	0	0.18	0.18
nosibs	20	34	h	auAEabih	5	5	5	NA	NA	0	0	0	0.18	0.18
nosibs	20	34	l	auAEabil	5	12	12	8	8	11	0	0	0.18	0.18
nosibs	20	34	n	auAEabin	5	12	12	8	8	11	0	0	0.18	0.18
nosibs	20	35	h	auAEabjh	5	19	19	12	12	16	0	0	0.18	0.18
nosibs	20	35	l	auAEabjl	5	7	7	NA	NA	0	0	0	0.20	0.18
nosibs	20	35	n	auAEabjn	5	21	21	17	17	23	0	0	0.18	0.18
nosibs	20	36	h	auAEabkh	5	12	12	5	5	7	0	0	0.18	0.18
nosibs	20	36	l	auAEabkl	5	15	15	8	8	11	0	0	0.18	0.18
nosibs	20	36	n	auAEabkn	5	13	13	6	6	9	0	0	0.18	0.18
nosibs	20	37	h	auAEablh	5	41	41	33	33	40	0	0	0.18	0.18
nosibs	20	37	l	auAEabll	5	42	42	37	37	47	0	0	0.18	0.18
nosibs	20	37	n	auAEabln	5	35	35	27	27	34	0	0	0.18	0.18
nosibs	20	38	h	auAEabmh	5	18	18	13	13	16	0	0	0.18	0.18
nosibs	20	38	l	auAEabml	5	27	27	21	21	27	0	0	0.18	0.18
nosibs	20	38	n	auAEabmn	5	8	8	2	2	3	0	0	0.18	0.18
nosibs	20	39	h	auAEabnh	5	28	28	20	20	29	0	0	0.18	0.18
nosibs	20	39	l	auAEabnl	5	23	23	12	12	17	0	0	0.18	0.18
nosibs	20	39	n	auAEabnn	5	23	23	12	12	17	0	0	0.18	0.18
nosibs	20	40	h	auAEaboh	5	14	14	5	5	7	0	0	0.18	0.18
nosibs	20	40	l	auAEabol	5	16	16	8	8	11	0	0	0.18	0.18
nosibs	20	40	n	auAEabon	5	20	20	12	12	17	0	0	0.18	0.18
nosibs	20	41	h	auAEabph	5	22	22	17	17	24	0	0	0.18	0.18
nosibs	20	41	l	auAEabpl	5	28	28	12	12	16	0	0	0.18	0.18
nosibs	20	41	n	auAEabpn	5	25	25	13	13	19	0	0	0.18	0.18
nosibs	20	42	h	auAEabqh	5	3	3	NA	NA	0	0	0	0.18	0.18
nosibs	20	42	l	auAEabql	5	20	20	14	14	19	0	0	0.18	0.18
nosibs	20	42	n	auAEabqn	5	21	21	16	16	20	0	0	0.18	0.18
nosibs	20	43	h	auAEabrh	5	0	0	NA	NA	0	0	0	0.18	0.18
nosibs	20	43	l	auAEabrl	5	9	9	7	7	9	0	0	0.20	0.18
